Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
PAAD	histological_type	Pancreas-Colloid_(mucinous_non-cystic)_Carcinoma (vs Pancreas-Adenocarcinoma_Ductal_Type)	0.928583082	0.22779939	3.785201265	0.9176866	4/2--154/92	NA	NA	NA	NA	0.247001746
PAAD	histological_type	Pancreas-Undifferentiated_Carcinoma (vs Pancreas-Adenocarcinoma_Ductal_Type)	2.49E-07	0	Inf	0.995895561	1/0--154/92	NA	NA	NA	NA	0.999825454
PAAD	histological_type	Global	NA	NA	NA	NA	NA	1(0.54%)	0.000218712	0.006881707	0.001925982	0.367903965
PAAD	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.25516179	0.140837836	0.462287272	6.65E-06	58/13--105/77	22(11.89%)	2.12E-07	6.65E-06	1.33E-06	0.004310693
PAAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.178776037	1.198505432	8.431014852	0.020135786	56/46--70/26	NA	NA	NA	NA	0.878543471
PAAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	1.437793818	0.548293916	3.770333761	0.460381672	10/5--70/26	NA	NA	NA	NA	0.211274866
PAAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	2.939909981	1.791428355	4.824681193	1.98E-05	8/5--70/26	NA	NA	NA	NA	0.019939226
PAAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	41(22.16%)	0.000117146	0.000215721	9.55E-05	0.100515752
PAAD	treatment_outcome_first_course_v2	Complete_Remission/Response (vs Uncomplete_Remission/Response)	0.372830398	0.231305541	0.600947581	5.11E-05	70/26--74/56	41(22.16%)	2.26E-05	5.11E-05	2.59E-05	0.042465841
PAAD	residual_tumor	R1 (vs R0)	1.629052575	1.050383946	2.526516424	0.029294255	53/32--111/56	NA	NA	NA	NA	0.198147322
PAAD	residual_tumor	R2 (vs R0)	1.002257609	0.243938775	4.117919806	0.997504397	5/2--111/56	NA	NA	NA	NA	0.838717621
PAAD	residual_tumor	RX (vs R0)	2.174282351	0.677009648	6.982919312	0.191989578	4/3--111/56	NA	NA	NA	NA	0.317542955
PAAD	residual_tumor	Global	NA	NA	NA	NA	NA	12(6.49%)	0.139293132	0.120308912	0.112982409	0.362208401
PAAD	new_tumor_event_type	Distant_Metastasis (vs NO)	1.102111145	0.712961209	1.703667692	0.661737377	59/38--101/44	NA	NA	NA	NA	0.005250234
PAAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.106245642	1.182295649	3.752251568	0.011460133	21/16--101/44	NA	NA	NA	NA	0.271771549
PAAD	new_tumor_event_type	Locoregional_Recurrence|Distant_Metastasis (vs NO)	1.09461732	0.149892218	7.993657659	0.928987372	2/1--101/44	NA	NA	NA	NA	0.270257486
PAAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.466280179	0.061646633	3.526830187	0.459870407	2/1--101/44	NA	NA	NA	NA	0.081548745
PAAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	0.155469333	0.118159193	0.103351906	0.031211151
PAAD	new_tumor_event_dx_days_to	Yes (vs NO)	1.243069756	0.836537846	1.847163791	0.281602074	84/56--101/44	0(0%)	0.279984282	0.281602074	0.280670138	0.013614836
PAAD	radiation_therapy	YES (vs NO)	0.409494546	0.218614853	0.767037466	0.00529992	33/11--152/89	0(0%)	0.001798714	0.00529992	0.003961826	0.050343726
PAAD	targeted_molecular_therapy	NO (vs YES)	1.819236233	1.224722962	2.702342142	0.003036327	91/56--94/44	0(0%)	0.002905472	0.003036327	0.00263073	0.004581439
PAAD	number_of_lymphnodes_positive_by_he	NO (vs Yes)	0.439867399	0.268616008	0.72029709	0.001099223	53/20--132/80	0(0%)	0.000448111	0.001099223	0.000800537	0.377208485
PAAD	alcohol_history_documented	NO (vs YES)	0.96269776	0.649461594	1.427008132	0.849854006	83/47--102/53	0(0%)	0.849801853	0.849854006	0.849845189	0.07027144
PAAD	diabetes_diagnosis_indicator	YES (vs NO)	0.893492105	0.522543256	1.52777427	0.680725129	38/16--147/84	0(0%)	0.676936546	0.680725129	0.680566341	0.849771438
PCPG	AR	(continuous)	0.772759198	0.420029532	1.421701885	0.407233255	179/6	0(0%)	0.383085704	0.407233255	0.411710884	0.094970835
PCPG	AR	H (vs L)	0.601400157	0.106652489	3.391220885	0.564485069	90/4--89/2	0(0%)	0.556448276	0.564485069	0.560622914	0.236847766
PCPG	ESR1	(continuous)	0.848742161	0.452439523	1.59217579	0.609392254	179/6	0(0%)	0.608485334	0.609392254	0.611724491	0.128864427
PCPG	ESR1	H (vs L)	0.439644177	0.080233036	2.409070041	0.343698036	90/4--89/2	0(0%)	0.327888971	0.343698036	0.330359314	0.215535935
PCPG	ESR2	(continuous)	1.301361105	0.660492427	2.564057751	0.446498301	179/6	0(0%)	0.465927313	0.446498301	0.448245494	0.873083312
PCPG	ESR2	H (vs L)	1.715514847	0.286162886	10.28432174	0.554747812	90/3--89/3	0(0%)	0.549950589	0.554747812	0.549964468	0.573528244
PCPG	PGR	(continuous)	0.928559034	0.57272668	1.505468332	0.763691793	179/6	0(0%)	0.765170408	0.763691793	0.763527385	0.893471555
PCPG	PGR	H (vs L)	0.539291088	0.09839905	2.955667549	0.476826792	90/4--89/2	0(0%)	0.46486318	0.476826792	0.469915775	0.316171621
PCPG	age_at_initial_pathologic_diagnosis	(continuous)	1.021539184	0.971093791	1.074605062	0.409511078	179/6	0(0%)	0.409169658	0.409511078	0.406070101	0.425750359
PCPG	gender	MALE (vs FEMALE)	3.131482468	0.550497008	17.8133256	0.198106512	78/4--101/2	0(0%)	0.180850902	0.198106512	0.177094259	0.243447506
PCPG	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	14.52122628	2.436195854	86.55544351	0.003307779	13/4--166/2	0(0%)	0.004241093	0.003307779	0.00041398	0.69741656
PCPG	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	30.44602977	3.172362531	292.1988642	0.003071219	12/4--160/1	7(3.91%)	0.001198767	0.003071219	5.45E-05	0.718246288
PCPG	other_dx	Yes (vs No)	4.599044894	0.927067532	22.81518142	0.061861213	27/3--152/3	0(0%)	0.073894383	0.061861213	0.040063882	0.111298855
PRAD	AR	(continuous)	1.220846604	0.709286762	2.101359436	0.471398708	497/10	3(0.6%)	0.463467439	0.471398708	0.470442648	0.576043201
PRAD	AR	H (vs L)	0.894886004	0.243382439	3.290381024	0.867232806	252/6--245/4	3(0.6%)	0.866868741	0.867232806	0.867173834	0.911525633
PRAD	ESR1	(continuous)	0.690944261	0.44701416	1.067984003	0.096125802	497/10	3(0.6%)	0.120060871	0.096125802	0.10490529	0.432268042
PRAD	ESR1	H (vs L)	0.491260701	0.126016481	1.915123121	0.305874119	250/7--247/3	3(0.6%)	0.287728727	0.305874119	0.296098329	0.551873305
PRAD	ESR2	(continuous)	1.052315278	0.539600709	2.052197905	0.881052617	497/10	3(0.6%)	0.881363596	0.881052617	0.881055045	0.98893392
PRAD	ESR2	H (vs L)	1.584187964	0.393458555	6.378439282	0.517376627	249/3--248/7	3(0.6%)	0.507902728	0.517376627	0.514094899	0.988589988
PRAD	PGR	(continuous)	0.731456301	0.486581311	1.099566111	0.132685681	497/10	3(0.6%)	0.165364553	0.132685681	0.137439712	0.825589282
PRAD	PGR	H (vs L)	0.500717263	0.127551823	1.965615009	0.321498971	250/7--247/3	3(0.6%)	0.304285916	0.321498971	0.312451785	0.601227992
PRAD	gleason_pattern_primary	(continuous)	2.644391784	1.10445295	6.331467451	0.029036486	500/10	0(0%)	0.029931551	0.029036486	0.021880909	0.067912087
PRAD	gleason_pattern_secondary	(continuous)	2.765618498	1.024116609	7.468530054	0.044751855	500/10	0(0%)	0.031489155	0.044751855	0.034657416	0.677459128
PRAD	gleason_score	(continuous)	2.995697195	1.353800848	6.628893535	0.006780082	500/10	0(0%)	0.001895867	0.006780082	0.001971714	0.682126752
PRAD	psa_most_recent_results	(continuous)	1.062560134	1.004236579	1.124270976	0.03514017	443/10	57(11.4%)	9.32E-05	0.03514017	0	0.762495618
PRAD	age_at_initial_pathologic_diagnosis	(continuous)	1.052751868	0.955320068	1.160120605	0.299509138	500/10	0(0%)	0.293642957	0.299509138	0.297329469	0.125605727
PRAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.692338884	1.349885174	24.00405797	0.017856938	89/5--347/3	64(12.8%)	0.016501014	0.017856938	0.007608269	0.308998034
PRAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	5.494702234	0.489099809	61.72922593	0.167437368	39/1--340/3	NA	NA	NA	NA	0.660694677
PRAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	4.217539997	0.379643713	46.85351817	0.241368697	30/1--340/3	NA	NA	NA	NA	0.967335437
PRAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	15.95348356	2.883071124	88.2786538	0.001508628	29/4--340/3	NA	NA	NA	NA	0.802229071
PRAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	62(12.4%)	0.012951793	0.016830811	0.000817045	0.975020336
PRAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	8.906005803	1.794507496	44.1998373	0.007465045	98/6--340/3	62(12.4%)	0.003212652	0.007465045	0.001209557	0.748827288
PRAD	new_tumor_event_type	Biochemical_evidence_of_disease (vs NO)	0.871936282	0.101117204	7.518729244	0.90078561	70/1--409/6	NA	NA	NA	NA	0.295391896
PRAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	5.402671441	0.588403561	49.60686952	0.135919814	8/1--409/6	NA	NA	NA	NA	0.576110276
PRAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	8.36E-08	0	Inf	0.998770193	7/0--409/6	NA	NA	NA	NA	0.999947718
PRAD	new_tumor_event_type	Distant_Metastasis (vs NO)	21.36048205	3.800327867	120.0607446	0.000509662	6/2--409/6	NA	NA	NA	NA	0.653978496
PRAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	0.054174253	0.00860795	2.21E-05	0.868201218
PRAD	new_tumor_event_dx_days_to	Yes (vs NO)	2.556658584	0.675117624	9.68202115	0.167065937	91/4--409/6	0(0%)	0.180648363	0.167065937	0.152595565	0.427871942
PRAD	radiation_therapy	YES (vs NO)	4.310239793	0.856412519	21.69301202	0.07639983	40/2--460/8	0(0%)	0.12073556	0.07639983	0.05338946	0.877909854
PRAD	targeted_molecular_therapy	YES (vs NO)	2.604041554	0.533638607	12.70716235	0.236649746	43/2--457/8	0(0%)	0.280309311	0.236649746	0.219200269	0.67349925
PRAD	number_of_lymphnodes_positive_by_he	Yes (vs NO)	3.345909042	0.794399367	14.0925431	0.099716768	80/3--420/7	0(0%)	0.125218441	0.099716768	0.080656504	0.975863353
PRAD	biochemical_recurrence_indicator	YES (vs NO)	7.356927423	1.97298206	27.43277915	0.002959039	58/5--373/5	69(13.8%)	0.00425364	0.002959039	0.000486687	0.765439518
READ	AR	(continuous)	0.748093135	0.528691854	1.058543523	0.101271157	159/23	11(6.47%)	0.090339817	0.101271157	0.099729174	0.032871961
READ	AR	H (vs L)	0.663208978	0.286183195	1.536939119	0.338224702	80/14--79/9	11(6.47%)	0.33275821	0.338224702	0.334906518	0.162600647
READ	ESR1	(continuous)	0.953178678	0.685148492	1.326062309	0.775903045	159/23	11(6.47%)	0.775394696	0.775903045	0.775901817	0.064158216
READ	ESR1	H (vs L)	0.773909452	0.339019163	1.766672522	0.542787854	80/13--79/10	11(6.47%)	0.541089642	0.542787854	0.541691092	0.025760918
READ	ESR2	(continuous)	1.205732127	0.766939797	1.895572466	0.417670645	159/23	11(6.47%)	0.411874395	0.417670645	0.418211849	0.384769814
READ	ESR2	H (vs L)	0.941402347	0.414730626	2.136901218	0.885202829	80/12--79/11	11(6.47%)	0.885162078	0.885202829	0.88518571	0.346162276
READ	PGR	(continuous)	1.15127958	0.867936317	1.527122031	0.328403079	159/23	11(6.47%)	0.325549223	0.328403079	0.328539187	0.378653362
READ	PGR	H (vs L)	0.940920885	0.408219479	2.168764981	0.886345357	80/10--79/13	11(6.47%)	0.886483311	0.886345357	0.886328746	0.389023669
READ	age_at_initial_pathologic_diagnosis	(continuous)	1.069218001	1.025608661	1.11468163	0.001631966	170/26	0(0%)	0.000903082	0.001631966	0.001537626	0.436418226
READ	gender	FEMALE (vs MALE)	1.223011551	0.565080082	2.646982796	0.609326122	78/13--92/13	0(0%)	0.609639834	0.609326122	0.60873686	0.938503336
READ	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.067890755	0.193776304	5.885088314	0.939871664	51/4--52/8	NA	NA	NA	NA	0.858453783
READ	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.460432175	0.512669365	11.80824698	0.260559503	33/2--52/8	NA	NA	NA	NA	0.497068497
READ	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	6.663257048	1.428443769	31.08207368	0.015787771	25/9--52/8	NA	NA	NA	NA	0.16826522
READ	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	9(5.29%)	0.007036513	0.006309439	0.001718837	0.321185739
READ	pathologic_stage_v2	StageIII/IV (vs StageI/II)	3.556398676	1.392629094	9.082081938	0.007993941	77/17--84/6	9(5.29%)	0.004353797	0.007993941	0.004731459	0.179425745
READ	histological_type	Rectal_Mucinous_Adenocarcinoma (vs Rectal_Adenocarcinoma)	1.830004518	0.418134251	8.009189705	0.422367683	13/2--151/24	6(3.53%)	0.457359335	0.422367683	0.415332663	0.92985734
READ	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.983554461	2.528952062	19.28468065	0.000176675	55/15--103/5	12(7.06%)	3.76E-05	0.000176675	1.35E-05	0.674758295
READ	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	10.07409788	0.838843182	120.9850069	0.068546017	12/2--51/2	107(62.94%)	0.060921575	0.068546017	0.029372703	0.53192741
READ	residual_tumor	R1 (vs R0)	2.797146799	0.339847625	23.02217125	0.338854963	12/6--127/12	NA	NA	NA	NA	0.039503546
READ	residual_tumor	R2 (vs R0)	5.17823317	1.922037599	13.95087108	0.001145536	5/0--127/12	NA	NA	NA	NA	0.361589477
READ	residual_tumor	RX (vs R0)	1.95E-08	0	Inf	0.998195454	2/1--127/12	NA	NA	NA	NA	0.999923871
READ	residual_tumor	Global	NA	NA	NA	NA	NA	24(14.12%)	0.011567277	0.013277157	0.001588228	0.11600424
READ	new_tumor_event_dx_days_to	Yes (vs NO)	1.560140619	0.701685488	3.46884579	0.275280746	32/10--138/16	0(0%)	0.284782608	0.275280746	0.271558862	0.262288014
READ	number_of_lymphnodes_positive_by_he	Yes (vs NO)	3.438199036	1.486567372	7.952019422	0.00389278	75/18--95/8	0(0%)	0.002411134	0.00389278	0.002172866	0.194119709
READ	vascular_invasion_indicator	YES (vs NO)	1.695604831	0.734412934	3.91479454	0.216126285	38/8--132/18	0(0%)	0.233253374	0.216126285	0.210894044	0.708594321
READ	lymphovascular_invasion_indicator	YES (vs NO)	1.249263509	0.565171145	2.761392422	0.582363726	68/10--102/16	0(0%)	0.585855946	0.582363726	0.581599342	0.632838666
SARC	AR	(continuous)	0.961776431	0.894828193	1.033733526	0.289732203	259/98	2(0.77%)	0.288563129	0.289732203	0.289299814	0.328841351
SARC	AR	H (vs L)	0.897940169	0.604161064	1.334572178	0.594407897	130/49--129/49	2(0.77%)	0.594496405	0.594407897	0.594230631	0.222605452
SARC	ESR1	(continuous)	0.917129629	0.836779256	1.005195516	0.064430318	259/98	2(0.77%)	0.058084171	0.064430318	0.064690041	0.719621531
SARC	ESR1	H (vs L)	0.70495515	0.472046645	1.052781051	0.087525149	130/54--129/44	2(0.77%)	0.086373945	0.087525149	0.08598055	0.961663326
SARC	ESR2	(continuous)	1.084597041	0.937302305	1.255038781	0.275497028	259/98	2(0.77%)	0.283089743	0.275497028	0.275956273	0.042169016
SARC	ESR2	H (vs L)	0.986845156	0.663809736	1.46708207	0.947811633	130/49--129/49	2(0.77%)	0.947811875	0.947811633	0.947811255	0.0409591
SARC	PGR	(continuous)	0.930109103	0.874862474	0.988844497	0.020393609	259/98	2(0.77%)	0.018294755	0.020393609	0.019926578	0.328326954
SARC	PGR	H (vs L)	0.766713956	0.51459136	1.142363311	0.191644328	130/54--129/44	2(0.77%)	0.190287913	0.191644328	0.190353661	0.796408401
SARC	age_at_initial_pathologic_diagnosis	(continuous)	1.020469997	1.005223585	1.035947655	0.008331979	261/99	0(0%)	0.007212881	0.008331979	0.008343545	0.954101807
SARC	gender	MALE (vs FEMALE)	0.831675941	0.557303543	1.241127711	0.366863859	119/41--142/58	0(0%)	0.364671847	0.366863859	0.366189945	0.717034923
SARC	histological_type	Dedifferentiated_liposarcoma (vs Leiomyosarcoma_(LMS))	1.245350395	0.761209952	2.037411103	0.382326912	59/26--105/41	NA	NA	NA	NA	0.968083255
SARC	histological_type	Pleomorphic_'MFH'_/_Undifferentiated_pleomorphic_sarcoma (vs Leiomyosarcoma_(LMS))	1.065241888	0.547182222	2.073788648	0.852486153	29/11--105/41	NA	NA	NA	NA	0.381952752
SARC	histological_type	Myxofibrosarcoma (vs Leiomyosarcoma_(LMS))	0.844042537	0.409966395	1.737722441	0.645379227	25/9--105/41	NA	NA	NA	NA	0.635852512
SARC	histological_type	Undifferentiated_Pleomorphic_Sarcoma_(UPS) (vs Leiomyosarcoma_(LMS))	1.152634655	0.451552608	2.94221897	0.766392578	21/5--105/41	NA	NA	NA	NA	0.646769104
SARC	histological_type	Malignant_Peripheral_Nerve_Sheath_Tumors_(MPNST) (vs Leiomyosarcoma_(LMS))	1.050305522	0.324869728	3.395643219	0.934662039	9/3--105/41	NA	NA	NA	NA	0.705694513
SARC	histological_type	Synovial_Sarcoma_-_Monophasic (vs Leiomyosarcoma_(LMS))	1.149114211	0.355000668	3.719608414	0.816601055	6/3--105/41	NA	NA	NA	NA	0.193874528
SARC	histological_type	Desmoid_Tumor (vs Leiomyosarcoma_(LMS))	6.75E-08	0	Inf	0.996616289	2/0--105/41	NA	NA	NA	NA	0.999843896
SARC	histological_type	Sarcoma;_synovial;_poorly_differentiated (vs Leiomyosarcoma_(LMS))	4.69553021	0.632498547	34.85858437	0.130506825	2/1--105/41	NA	NA	NA	NA	0.976407144
SARC	histological_type	Synovial_Sarcoma_-_Biphasic (vs Leiomyosarcoma_(LMS))	6.82E-08	0	Inf	0.99617896	2/0--105/41	NA	NA	NA	NA	0.999886706
SARC	histological_type	Giant_cell_'MFH'_/_Undifferentiated_pleomorphic_sarcoma_with_giant_cells (vs Leiomyosarcoma_(LMS))	7.09E-08	0	Inf	0.999579807	1/0--105/41	NA	NA	NA	NA	0.999963475
SARC	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.691746897	0.968993832	0.789767343	0.970239842
SARC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	8.860932297	4.824133463	16.27569423	2.03E-12	123/81--129/12	9(3.45%)	0	2.03E-12	0	0.070966138
SARC	margin_status	Positive (vs Negative)	1.906644689	1.184412423	3.069280513	0.007890821	74/31--137/38	50(19.16%)	0.009119278	0.007890821	0.006888348	0.363583803
SARC	residual_tumor	R1 (vs R0)	2.219326749	1.420769831	3.466720021	0.000459526	70/35--155/44	NA	NA	NA	NA	0.26307725
SARC	residual_tumor	RX (vs R0)	2.247075207	1.184010804	4.264612255	0.013262134	26/12--155/44	NA	NA	NA	NA	0.561242003
SARC	residual_tumor	R2 (vs R0)	10.87810554	5.042148896	23.46879923	1.17E-09	9/8--155/44	NA	NA	NA	NA	0.368940251
SARC	residual_tumor	Global	NA	NA	NA	NA	NA	1(0.38%)	5.09E-07	5.08E-09	7.22E-12	0.318222503
SARC	new_tumor_event_type	Distant_Metastasis (vs NO)	3.058865261	1.89743664	4.931209026	4.46E-06	68/41--136/29	NA	NA	NA	NA	0.061248894
SARC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.338021835	1.390476718	3.931274814	0.001358757	48/28--136/29	NA	NA	NA	NA	0.097462881
SARC	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.501451664	0.068296267	3.681808422	0.497401194	8/1--136/29	NA	NA	NA	NA	0.06768988
SARC	new_tumor_event_type	Locoregional_Disease (vs NO)	4.46E-07	0	Inf	0.994275658	1/0--136/29	NA	NA	NA	NA	0.999832385
SARC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	1.21E-05	8.79E-05	1.61E-05	0.166836595
SARC	new_tumor_event_dx_days_to	Yes (vs NO)	2.4050895	1.559886311	3.708254546	7.11E-05	126/70--135/29	0(0%)	3.12E-05	7.11E-05	4.11E-05	0.071389466
SARC	histologic_subtype	Poorly_differentiated_or_pleomorphic_or_epithelioid_leiomyosarcoma (vs Conventional_leiomyosarcoma)	1.860778688	0.997207842	3.472192236	0.051035792	34/18--66/22	NA	NA	NA	NA	0.975974099
SARC	histologic_subtype	Well-differentiated_leiomyosarcoma_(resembling_leiomyoma) (vs Conventional_leiomyosarcoma)	0.410920686	0.054436047	3.101911668	0.388502479	4/1--66/22	NA	NA	NA	NA	0.275747787
SARC	histologic_subtype	Global	NA	NA	NA	NA	NA	157(60.15%)	0.06755066	0.077989418	0.065996484	0.548230152
SARC	tumor_total_depth	Superficial (vs Deep)	0.3415398	0.107580686	1.084297179	0.068355834	21/3--187/74	53(20.31%)	0.030279564	0.068355834	0.055961982	0.647016938
SARC	disease_multifocal_indicator	YES (vs NO)	2.387880134	1.493791156	3.81711427	0.000276086	40/24--199/66	22(8.43%)	0.000734734	0.000276086	0.000175849	0.917755947
SARC	locoregional_recurrence_indicator	YES (vs NO)	2.269228766	1.344960063	3.828663272	0.002137431	29/21--144/43	88(33.72%)	0.003688627	0.002137431	0.001597307	0.226125563
SARC	metastatic_disease_confirmed	YES (vs NO)	2.914911267	1.782616468	4.766424996	2.01E-05	56/37--121/28	84(32.18%)	1.96E-05	2.01E-05	7.88E-06	0.347769866
SKCM	AR	(continuous)	0.982208505	0.904494484	1.066599702	0.669484332	454/213	16(3.4%)	0.66822609	0.669484332	0.669468903	0.069989493
SKCM	AR	H (vs L)	0.958533605	0.730676045	1.257447371	0.759753801	227/96--227/117	16(3.4%)	0.759919485	0.759753801	0.759736958	0.508295483
SKCM	ESR1	(continuous)	0.887682992	0.8078728	0.975377677	0.013189053	454/213	16(3.4%)	0.014391917	0.013189053	0.013046114	0.358268502
SKCM	ESR1	H (vs L)	0.716505433	0.54600396	0.940249654	0.016203387	225/116--229/97	16(3.4%)	0.015948933	0.016203387	0.0157314	0.733865701
SKCM	ESR2	(continuous)	1.010544057	0.931446042	1.096359043	0.80086752	454/213	16(3.4%)	0.801292182	0.80086752	0.800864523	0.398785063
SKCM	ESR2	H (vs L)	0.924449414	0.702118204	1.217183536	0.575690921	225/116--229/97	16(3.4%)	0.575448682	0.575690921	0.575597561	0.226355111
SKCM	PGR	(continuous)	0.986196205	0.889450943	1.093464414	0.791890729	454/213	16(3.4%)	0.791479304	0.791890729	0.791892589	0.107643301
SKCM	PGR	H (vs L)	0.928819853	0.709493202	1.215947268	0.591072071	226/102--228/111	16(3.4%)	0.591306248	0.591072071	0.590988739	0.111847585
SKCM	breslow_thickness_at_diagnosis	(continuous)	1.026997339	1.013584461	1.040587711	7.14E-05	354/172	116(24.68%)	0.0012153	7.14E-05	2.64E-05	0.659468427
SKCM	age_at_initial_pathologic_diagnosis	(continuous)	1.025245597	1.015747215	1.034832799	1.52E-07	455/214	15(3.19%)	7.23E-08	1.52E-07	1.22E-07	0.753116532
SKCM	race	ASIAN (vs WHITE)	4.427496983	2.043865397	9.59100808	0.000161627	12/7--447/207	NA	NA	NA	NA	0.621528556
SKCM	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	NA	NA	NA	NA	1/0--447/207	NA	NA	NA	NA	NA
SKCM	race	Global	NA	NA	NA	NA	NA	25(5.32%)	0.001911541	0.000161627	3.64E-05	0.885270074
SKCM	gender	FEMALE (vs MALE)	0.846792816	0.634692664	1.129772115	0.258265318	180/71--290/145	15(3.19%)	0.253974666	0.258265318	0.257744564	0.031651303
SKCM	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.600967469	1.195518764	2.143920209	0.001585744	194/93--224/98	NA	NA	NA	NA	0.0526006
SKCM	pathologic_stage_v2	I/II_NOS (vs StageI/II)	0.407546871	0.147951135	1.122630471	0.082525648	14/6--224/98	NA	NA	NA	NA	0.949925861
SKCM	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	51(10.85%)	0.000351869	0.000752264	0.000536061	0.146993134
SKCM	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.125973542	0.079410947	0.199838108	0	214/20--247/190	23(4.89%)	0	0	0	0.17294422
SKCM	new_tumor_event_dx_days_to	NO (vs Yes)	0.65153849	0.471918405	0.899525002	0.009229597	190/49--280/167	15(3.19%)	0.006925639	0.009229597	0.008716878	0.903859201
SKCM	clark_level_at_diagnosis	IV (vs V)	0.549304028	0.361445743	0.834800023	0.005023621	77/36--168/90	NA	NA	NA	NA	0.564065786
SKCM	clark_level_at_diagnosis	III (vs V)	0.314848549	0.190233128	0.521095403	6.94E-06	52/30--168/90	NA	NA	NA	NA	0.534194136
SKCM	clark_level_at_diagnosis	II (vs V)	0.190110844	0.07841011	0.460937151	0.00023885	18/6--168/90	NA	NA	NA	NA	0.14026183
SKCM	clark_level_at_diagnosis	I (vs V)	3.79E-07	0	Inf	0.994441528	6/0--168/90	NA	NA	NA	NA	0.99963844
SKCM	clark_level_at_diagnosis	Global	NA	NA	NA	NA	NA	156(33.19%)	1.34E-05	2.81E-05	8.97E-06	0.697822987
SKCM	primary_melanoma_tumor_ulceration	YES (vs NO)	2.364855079	1.764636147	3.169230978	8.31E-09	167/78--303/138	15(3.19%)	3.06E-08	8.31E-09	3.34E-09	0.431077008
SKCM	submitted_tumor_site.1	Primary_Tumor (vs Regional_Lymph_Node)	2.948922479	1.877210319	4.632482413	2.69E-06	103/30--222/107	NA	NA	NA	NA	0.523621034
SKCM	submitted_tumor_site.1	Regional_Cutaneous_or_Subcutaneous_Tissue_(includes_satellite_and_in-transit_metastasis) (vs Regional_Lymph_Node)	1.049909533	0.728949612	1.512189606	0.793604259	74/40--222/107	NA	NA	NA	NA	0.13130201
SKCM	submitted_tumor_site.1	Distant_Metastasis (vs Regional_Lymph_Node)	0.989670807	0.679160345	1.442145899	0.956896416	68/38--222/107	NA	NA	NA	NA	0.538408733
SKCM	submitted_tumor_site.1	Global	NA	NA	NA	NA	NA	18(3.83%)	0.000179405	3.43E-05	1.26E-05	0.492562213
STAD	AR	(continuous)	1.118554424	1.034712615	1.209189858	0.004826834	409/157	34(7.67%)	0.005222773	0.004826834	0.004684645	0.792252165
STAD	AR	H (vs L)	1.644760987	1.1949555	2.263882383	0.002268561	204/64--205/93	34(7.67%)	0.002042278	0.002268561	0.00204569	0.774321896
STAD	ESR1	(continuous)	1.095144974	0.989001166	1.212680586	0.080579181	409/157	34(7.67%)	0.083899986	0.080579181	0.081219638	0.214575565
STAD	ESR1	H (vs L)	1.410491205	1.028048571	1.935205685	0.033057164	205/68--204/89	34(7.67%)	0.032168344	0.033057164	0.032208467	0.586423897
STAD	ESR2	(continuous)	1.01843362	0.883738115	1.173658825	0.800760591	409/157	34(7.67%)	0.800799412	0.800760591	0.800761837	0.477923598
STAD	ESR2	H (vs L)	1.049805449	0.767333533	1.43626133	0.761180278	204/79--205/78	34(7.67%)	0.761202701	0.761180278	0.761157735	0.678532102
