Index	Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
	OV	race	NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER (vs WHITE)	6.244285629	0.867945739	44.92343387	0.068866507	1/1--498/311	NA	NA	NA	NA	0.747427052	NA
	OV	race	Global	NA	NA	NA	NA	NA	32(5.45%)	0.028535135	0.002319462	0.00027506	0.629726765	0.52464487
	OV	clinical_stage_v2	StageIII/IV (vs StageI/II)	2.159790954	1.213479333	3.844067912	0.008850704	535/335--47/12	9(1.53%)	0.003051651	0.008850704	0.007299078	0.296222958	0.522491296
	OV	histological_grade_v2	G_1/2/Low (vs G_3/4/High)	0.818095549	0.597101538	1.120881935	0.211416671	75/45--496/295	NA	NA	NA	NA	0.013414415	NA
	OV	histological_grade_v2	GX (vs G_3/4/High)	0.928133178	0.413434469	2.083597912	0.856558007	10/6--496/295	NA	NA	NA	NA	0.733205836	NA
	OV	histological_grade_v2	GB (vs G_3/4/High)	2.956833841	0.733997839	11.91129715	0.127268457	2/2--496/295	NA	NA	NA	NA	0.982400645	NA
	OV	histological_grade_v2	Global	NA	NA	NA	NA	NA	8(1.36%)	0.33240128	0.258953145	0.231013036	0.10370643	0.527035864
	OV	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.091371276	0.048430364	0.172385863	1.49E-13	120/10--398/302	70(11.93%)	0	1.49E-13	0	0.035662491	0.603201008
	OV	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.818033658	2.774703206	5.253672169	2.22E-16	65/57--331/168	NA	NA	NA	NA	0.555015446	NA
	OV	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	3.364067227	2.074200376	5.456053542	8.79E-07	31/19--331/168	NA	NA	NA	NA	0.986990513	NA
	OV	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	5.86079127	4.026461622	8.530783983	0	42/36--331/168	NA	NA	NA	NA	0.15063403	NA
	OV	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	119(20.27%)	0	0	0	0.371748455	0.660693796
	OV	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	4.187014697	3.228964967	5.429322477	0	138/112--331/168	119(20.27%)	0	0	0	0.714175558	0.652190315
	OV	new_tumor_event_type	Progression_of_Disease (vs NO)	2.115808414	1.389424366	3.221942379	0.000478064	34/28--259/102	NA	NA	NA	NA	0.119444532	NA
	OV	new_tumor_event_type	Recurrence (vs NO)	1.363040806	1.075353364	1.727692776	0.010449412	294/219--259/102	NA	NA	NA	NA	6.77E-10	NA
	OV	new_tumor_event_type	Global	NA	NA	NA	NA	NA	5(0.85%)	0.001259365	0.0009631	0.000825011	3.50E-09	0.509225298
	OV	new_tumor_event_dx_days_to	NO (vs Yes)	0.929719648	0.726773618	1.18933682	0.561938159	225/86--362/263	5(0.85%)	0.559572402	0.561938159	0.561854859	1.90E-09	0.46485141
	OV	anatomic_neoplasm_subdivision	Left (vs Bilateral)	0.740540506	0.531463364	1.03186838	0.075960218	82/42--400/247	NA	NA	NA	NA	0.598414977	NA
	OV	anatomic_neoplasm_subdivision	Right (vs Bilateral)	1.277797945	0.914211823	1.785983892	0.151304698	71/40--400/247	NA	NA	NA	NA	0.647171016	NA
	OV	anatomic_neoplasm_subdivision	Global	NA	NA	NA	NA	NA	36(6.13%)	0.045518293	0.048653725	0.047071312	0.807579076	0.531347463
	OV	vascular_invasion_indicator	YES (vs NO)	0.863107038	0.618101095	1.205229638	0.387487419	91/39--496/310	5(0.85%)	0.378528476	0.387487419	0.387061298	0.208601606	0.502717805
	OV	lymphovascular_invasion_indicator	YES (vs NO)	1.242227641	0.94750103	1.628630961	0.116483988	138/67--449/282	5(0.85%)	0.124573196	0.116483988	0.115789115	0.493093669	0.520472441
	PAAD	AR	(continuous)	1.075741289	0.950682367	1.217251272	0.246912838	178/93	7(3.78%)	0.241298877	0.246912838	0.246475175	0.055718762	0.495779013
	PAAD	AR	H (vs L)	1.049804562	0.698290722	1.578267593	0.815261544	89/46--89/47	7(3.78%)	0.815254601	0.815261544	0.815243994	0.238055448	0.491718316
	PAAD	ESR1	(continuous)	0.953790997	0.819743916	1.109757874	0.540370378	178/93	7(3.78%)	0.541482918	0.540370378	0.540363187	0.065464007	0.555193417
	PAAD	ESR1	H (vs L)	0.766445175	0.508035656	1.156293261	0.204868537	89/53--89/40	7(3.78%)	0.202746453	0.204868537	0.20354845	0.071499409	0.555139987
	PAAD	ESR2	(continuous)	0.782855391	0.62620802	0.978688461	0.03162866	178/93	7(3.78%)	0.032270284	0.03162866	0.032002841	0.372504262	0.560055567
	PAAD	ESR2	H (vs L)	0.782247022	0.517581997	1.182248237	0.243833679	89/49--89/44	7(3.78%)	0.242939782	0.243833679	0.24266456	0.820172274	0.533019876
	PAAD	PGR	(continuous)	0.948940356	0.841784336	1.06973694	0.391293326	178/93	7(3.78%)	0.398982781	0.391293326	0.391843525	0.76969917	0.555567429
	PAAD	PGR	H (vs L)	0.793455584	0.525752828	1.197467193	0.27056029	89/50--89/43	7(3.78%)	0.269448062	0.27056029	0.269508413	0.175067846	0.545629408
	PAAD	tobacco_smoking_history	(continuous)	0.921543922	0.787468615	1.078447044	0.308431575	149/80	36(19.46%)	0.302787869	0.308431575	0.307527099	0.52163221	0.527869344
	PAAD	age_at_initial_pathologic_diagnosis	(continuous)	1.028177123	1.008263352	1.048484202	0.005358494	185/100	0(0%)	0.004353321	0.005358494	0.005148483	0.267443603	0.562982998
	PAAD	tobacco_smoking_history_v2	No (vs Yes)	1.093535916	0.668688417	1.788307932	0.721607474	36/20--149/80	0(0%)	0.723957202	0.721607474	0.721518924	0.731932477	0.504057187
	PAAD	gender	FEMALE (vs MALE)	1.19876627	0.809154288	1.775978441	0.365991851	83/49--102/51	0(0%)	0.366603164	0.365991851	0.365345082	0.180461051	0.506472179
	PAAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	2.447471526	1.124608161	5.32640352	0.024073533	152/88--21/7	NA	NA	NA	NA	0.011224036	NA
	PAAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	1.960263982	0.403121351	9.532203817	0.404224277	4/2--21/7	NA	NA	NA	NA	0.068429738	NA
	PAAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	2.439138787	0.621488429	9.572821866	0.201196709	5/3--21/7	NA	NA	NA	NA	0.00888042	NA
	PAAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	3(1.62%)	0.086893843	0.161002415	0.139855987	0.027639861	0.527849228
	PAAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	0.985532612	0.398993406	2.434312233	0.974800944	9/5--173/95	3(1.62%)	0.974747028	0.974800944	0.974800715	0.106740471	0.509200633
	PAAD	histological_grade	G2 (vs G1)	1.930189382	1.020261699	3.651642567	0.043214669	97/52--32/12	NA	NA	NA	NA	0.395116798	NA
	PAAD	histological_grade	G3 (vs G1)	2.614812242	1.339180518	5.10554251	0.004871175	51/33--32/12	NA	NA	NA	NA	0.122112315	NA
	PAAD	histological_grade	G4 (vs G1)	1.627731234	0.210060515	12.6130747	0.640966444	2/1--32/12	NA	NA	NA	NA	0.336251239	NA
	PAAD	histological_grade	GX (vs G1)	3.063990816	0.680263896	13.80058501	0.14478047	3/2--32/12	NA	NA	NA	NA	0.058181487	NA
	PAAD	histological_grade	Global	NA	NA	NA	NA	NA	0(0%)	0.052549678	0.077561102	0.066052281	0.136202222	0.599690881
	PAAD	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.554781119	1.024297954	2.36000113	0.038198885	53/34--129/64	NA	NA	NA	NA	0.319079924	NA
	PAAD	histological_grade_v2	GX (vs G_1/2/Low)	1.852251059	0.451578352	7.597427938	0.392013535	3/2--129/64	NA	NA	NA	NA	0.097955391	NA
	PAAD	histological_grade_v2	Global	NA	NA	NA	NA	NA	0(0%)	0.106618184	0.094748686	0.090883968	0.180175549	0.564625193
	PAAD	histological_type	Pancreas-Adenocarcinoma-Other_Subtype (vs Pancreas-Adenocarcinoma_Ductal_Type)	0.227994952	0.099289469	0.523536877	0.000490704	25/6--154/92	NA	NA	NA	NA	0.164155792	NA
	PAAD	histological_type	Pancreas-Colloid_(mucinous_non-cystic)_Carcinoma (vs Pancreas-Adenocarcinoma_Ductal_Type)	0.928583082	0.22779939	3.785201265	0.9176866	4/2--154/92	NA	NA	NA	NA	0.247001746	NA
	PAAD	histological_type	Pancreas-Undifferentiated_Carcinoma (vs Pancreas-Adenocarcinoma_Ductal_Type)	2.49E-07	0	Inf	0.995895561	1/0--154/92	NA	NA	NA	NA	0.999825454	NA
	PAAD	histological_type	Global	NA	NA	NA	NA	NA	1(0.54%)	0.000218712	0.006881707	0.001925982	0.367903965	0.55939441
	PAAD	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.25516179	0.140837836	0.462287272	6.65E-06	58/13--105/77	22(11.89%)	2.12E-07	6.65E-06	1.33E-06	0.004310693	0.593957303
	PAAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.178776037	1.198505432	8.431014852	0.020135786	10/5--70/26	NA	NA	NA	NA	0.878543471	NA
	PAAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	1.437793818	0.548293916	3.770333761	0.460381672	8/5--70/26	NA	NA	NA	NA	0.211274866	NA
	PAAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	2.939909981	1.791428355	4.824681193	1.98E-05	56/46--70/26	NA	NA	NA	NA	0.019939226	NA
	PAAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	41(22.16%)	0.000117146	0.000215721	9.55E-05	0.100515752	0.610270585
	PAAD	treatment_outcome_first_course_v2	Complete_Remission/Response (vs Uncomplete_Remission/Response)	0.372830398	0.231305541	0.600947581	5.11E-05	70/26--74/56	41(22.16%)	2.26E-05	5.11E-05	2.59E-05	0.042465841	0.593322665
	PAAD	residual_tumor	R1 (vs R0)	1.629052575	1.050383946	2.526516424	0.029294255	53/32--111/56	NA	NA	NA	NA	0.198147322	NA
	PAAD	residual_tumor	R2 (vs R0)	1.002257609	0.243938775	4.117919806	0.997504397	5/2--111/56	NA	NA	NA	NA	0.838717621	NA
	PAAD	residual_tumor	RX (vs R0)	2.174282351	0.677009648	6.982919312	0.191989578	4/3--111/56	NA	NA	NA	NA	0.317542955	NA
	PAAD	residual_tumor	Global	NA	NA	NA	NA	NA	12(6.49%)	0.139293132	0.120308912	0.112982409	0.362208401	0.568889623
	PAAD	new_tumor_event_type	Distant_Metastasis (vs NO)	1.102111145	0.712961209	1.703667692	0.661737377	59/38--101/44	NA	NA	NA	NA	0.005250234	NA
	PAAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.106245642	1.182295649	3.752251568	0.011460133	21/16--101/44	NA	NA	NA	NA	0.271771549	NA
	PAAD	new_tumor_event_type	Locoregional_Recurrence|Distant_Metastasis (vs NO)	1.09461732	0.149892218	7.993657659	0.928987372	2/1--101/44	NA	NA	NA	NA	0.270257486	NA
	PAAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.466280179	0.061646633	3.526830187	0.459870407	2/1--101/44	NA	NA	NA	NA	0.081548745	NA
	PAAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	0.155469333	0.118159193	0.103351906	0.031211151	0.532167697
	PAAD	new_tumor_event_dx_days_to	Yes (vs NO)	1.243069756	0.836537846	1.847163791	0.281602074	84/56--101/44	0(0%)	0.279984282	0.281602074	0.280670138	0.013614836	0.499227202
	PAAD	radiation_therapy	YES (vs NO)	0.409494546	0.218614853	0.767037466	0.00529992	33/11--152/89	0(0%)	0.001798714	0.00529992	0.003961826	0.050343726	0.573560665
	PAAD	targeted_molecular_therapy	NO (vs YES)	1.819236233	1.224722962	2.702342142	0.003036327	91/56--94/44	0(0%)	0.002905472	0.003036327	0.00263073	0.004581439	0.606694359
	PAAD	number_of_lymphnodes_positive_by_he	NO (vs Yes)	0.439867399	0.268616008	0.72029709	0.001099223	53/20--132/80	0(0%)	0.000448111	0.001099223	0.000800537	0.377208485	0.567668083
	PAAD	alcohol_history_documented	NO (vs YES)	0.96269776	0.649461594	1.427008132	0.849854006	83/47--102/53	0(0%)	0.849801853	0.849854006	0.849845189	0.07027144	0.526758114
	PAAD	diabetes_diagnosis_indicator	YES (vs NO)	0.893492105	0.522543256	1.52777427	0.680725129	38/16--147/84	0(0%)	0.676936546	0.680725129	0.680566341	0.849771438	0.510142968
	PCPG	AR	(continuous)	0.772759198	0.420029532	1.421701885	0.407233255	179/6	0(0%)	0.383085704	0.407233255	0.411710884	0.094970835	0.507763975
	PCPG	AR	H (vs L)	0.601400157	0.106652489	3.391220885	0.564485069	90/4--89/2	0(0%)	0.556448276	0.564485069	0.560622914	0.236847766	0.522515528
	PCPG	ESR1	(continuous)	0.848742161	0.452439523	1.59217579	0.609392254	179/6	0(0%)	0.608485334	0.609392254	0.611724491	0.128864427	0.48447205
	PCPG	ESR1	H (vs L)	0.439644177	0.080233036	2.409070041	0.343698036	90/4--89/2	0(0%)	0.327888971	0.343698036	0.330359314	0.215535935	0.534161491
	PCPG	ESR2	(continuous)	1.301361105	0.660492427	2.564057751	0.446498301	179/6	0(0%)	0.465927313	0.446498301	0.448245494	0.873083312	0.662267081
	PCPG	ESR2	H (vs L)	1.715514847	0.286162886	10.28432174	0.554747812	90/3--89/3	0(0%)	0.549950589	0.554747812	0.549964468	0.573528244	0.559782609
	PCPG	PGR	(continuous)	0.928559034	0.57272668	1.505468332	0.763691793	179/6	0(0%)	0.765170408	0.763691793	0.763527385	0.893471555	0.513975155
	PCPG	PGR	H (vs L)	0.539291088	0.09839905	2.955667549	0.476826792	90/4--89/2	0(0%)	0.46486318	0.476826792	0.469915775	0.316171621	0.523291925
	PCPG	age_at_initial_pathologic_diagnosis	(continuous)	1.021539184	0.971093791	1.074605062	0.409511078	179/6	0(0%)	0.409169658	0.409511078	0.406070101	0.425750359	0.650621118
	PCPG	gender	MALE (vs FEMALE)	3.131482468	0.550497008	17.8133256	0.198106512	78/4--101/2	0(0%)	0.180850902	0.198106512	0.177094259	0.243447506	0.696428571
	PCPG	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	14.52122628	2.436195854	86.55544351	0.003307779	13/4--166/2	0(0%)	0.004241093	0.003307779	0.00041398	0.69741656	0.75
	PCPG	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	30.44602977	3.172362531	292.1988642	0.003071219	12/4--160/1	7(3.91%)	0.001198767	0.003071219	5.45E-05	0.718246288	0.846153846
	PCPG	other_dx	Yes (vs No)	4.599044894	0.927067532	22.81518142	0.061861213	27/3--152/3	0(0%)	0.073894383	0.061861213	0.040063882	0.111298855	0.590838509
	PRAD	AR	(continuous)	1.220846604	0.709286762	2.101359436	0.471398708	497/10	3(0.6%)	0.463467439	0.471398708	0.470442648	0.576043201	0.503100775
	PRAD	AR	H (vs L)	0.894886004	0.243382439	3.290381024	0.867232806	252/6--245/4	3(0.6%)	0.866868741	0.867232806	0.867173834	0.911525633	0.528940568
	PRAD	ESR1	(continuous)	0.690944261	0.44701416	1.067984003	0.096125802	497/10	3(0.6%)	0.120060871	0.096125802	0.10490529	0.432268042	0.583204134
	PRAD	ESR1	H (vs L)	0.491260701	0.126016481	1.915123121	0.305874119	250/7--247/3	3(0.6%)	0.287728727	0.305874119	0.296098329	0.551873305	0.575452196
	PRAD	ESR2	(continuous)	1.052315278	0.539600709	2.052197905	0.881052617	497/10	3(0.6%)	0.881363596	0.881052617	0.881055045	0.98893392	0.618863049
	PRAD	ESR2	H (vs L)	1.584187964	0.393458555	6.378439282	0.517376627	249/3--248/7	3(0.6%)	0.507902728	0.517376627	0.514094899	0.988589988	0.619379845
	PRAD	PGR	(continuous)	0.731456301	0.486581311	1.099566111	0.132685681	497/10	3(0.6%)	0.165364553	0.132685681	0.137439712	0.825589282	0.636692506
	PRAD	PGR	H (vs L)	0.500717263	0.127551823	1.965615009	0.321498971	250/7--247/3	3(0.6%)	0.304285916	0.321498971	0.312451785	0.601227992	0.581653747
	PRAD	gleason_pattern_primary	(continuous)	2.644391784	1.10445295	6.331467451	0.029036486	500/10	0(0%)	0.029931551	0.029036486	0.021880909	0.067912087	0.752434649
	PRAD	gleason_pattern_secondary	(continuous)	2.765618498	1.024116609	7.468530054	0.044751855	500/10	0(0%)	0.031489155	0.044751855	0.034657416	0.677459128	0.694515633
	PRAD	gleason_score	(continuous)	2.995697195	1.353800848	6.628893535	0.006780082	500/10	0(0%)	0.001895867	0.006780082	0.001971714	0.682126752	0.781906715
	PRAD	psa_most_recent_results	(continuous)	1.062560134	1.004236579	1.124270976	0.03514017	443/10	57(11.4%)	9.32E-05	0.03514017	0	0.762495618	0.661572052
	PRAD	age_at_initial_pathologic_diagnosis	(continuous)	1.052751868	0.955320068	1.160120605	0.299509138	500/10	0(0%)	0.293642957	0.299509138	0.297329469	0.125605727	0.554074833
	PRAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.692338884	1.349885174	24.00405797	0.017856938	89/5--347/3	64(12.8%)	0.016501014	0.017856938	0.007608269	0.308998034	0.705753824
	PRAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	5.494702234	0.489099809	61.72922593	0.167437368	39/1--340/3	NA	NA	NA	NA	0.660694677	NA
	PRAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	4.217539997	0.379643713	46.85351817	0.241368697	30/1--340/3	NA	NA	NA	NA	0.967335437	NA
	PRAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	15.95348356	2.883071124	88.2786538	0.001508628	29/4--340/3	NA	NA	NA	NA	0.802229071	NA
	PRAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	62(12.4%)	0.012951793	0.016830811	0.000817045	0.975020336	0.731821214
	PRAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	8.906005803	1.794507496	44.1998373	0.007465045	98/6--340/3	62(12.4%)	0.003212652	0.007465045	0.001209557	0.748827288	0.698465644
	PRAD	new_tumor_event_type	Biochemical_evidence_of_disease (vs NO)	0.871936282	0.101117204	7.518729244	0.90078561	70/1--409/6	NA	NA	NA	NA	0.295391896	NA
	PRAD	new_tumor_event_type	Locoregional_Recurrence (vs NO)	5.402671441	0.588403561	49.60686952	0.135919814	8/1--409/6	NA	NA	NA	NA	0.576110276	NA
	PRAD	new_tumor_event_type	New_Primary_Tumor (vs NO)	8.36E-08	0	Inf	0.998770193	7/0--409/6	NA	NA	NA	NA	0.999947718	NA
	PRAD	new_tumor_event_type	Distant_Metastasis (vs NO)	21.36048205	3.800327867	120.0607446	0.000509662	6/2--409/6	NA	NA	NA	NA	0.653978496	NA
	PRAD	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	0.054174253	0.00860795	2.21E-05	0.868201218	0.657355202
	PRAD	new_tumor_event_dx_days_to	Yes (vs NO)	2.556658584	0.675117624	9.68202115	0.167065937	91/4--409/6	0(0%)	0.180648363	0.167065937	0.152595565	0.427871942	0.487442337
	PRAD	radiation_therapy	YES (vs NO)	4.310239793	0.856412519	21.69301202	0.07639983	40/2--460/8	0(0%)	0.12073556	0.07639983	0.05338946	0.877909854	0.554587391
	PRAD	targeted_molecular_therapy	YES (vs NO)	2.604041554	0.533638607	12.70716235	0.236649746	43/2--457/8	0(0%)	0.280309311	0.236649746	0.219200269	0.67349925	0.640697078
	PRAD	number_of_lymphnodes_positive_by_he	Yes (vs NO)	3.345909042	0.794399367	14.0925431	0.099716768	80/3--420/7	0(0%)	0.125218441	0.099716768	0.080656504	0.975863353	0.604561763
	PRAD	biochemical_recurrence_indicator	YES (vs NO)	7.356927423	1.97298206	27.43277915	0.002959039	58/5--373/5	69(13.8%)	0.00425364	0.002959039	0.000486687	0.765439518	0.681431005
	READ	AR	(continuous)	0.748093135	0.528691854	1.058543523	0.101271157	159/23	11(6.47%)	0.090339817	0.101271157	0.099729174	0.032871961	0.523755656
	READ	AR	H (vs L)	0.663208978	0.286183195	1.536939119	0.338224702	80/14--79/9	11(6.47%)	0.33275821	0.338224702	0.334906518	0.162600647	0.496323529
	READ	ESR1	(continuous)	0.953178678	0.685148492	1.326062309	0.775903045	159/23	11(6.47%)	0.775394696	0.775903045	0.775901817	0.064158216	0.441742081
	READ	ESR1	H (vs L)	0.773909452	0.339019163	1.766672522	0.542787854	80/13--79/10	11(6.47%)	0.541089642	0.542787854	0.541691092	0.025760918	0.447115385
	READ	ESR2	(continuous)	1.205732127	0.766939797	1.895572466	0.417670645	159/23	11(6.47%)	0.411874395	0.417670645	0.418211849	0.384769814	0.49321267
	READ	ESR2	H (vs L)	0.941402347	0.414730626	2.136901218	0.885202829	80/12--79/11	11(6.47%)	0.885162078	0.885202829	0.88518571	0.346162276	0.530825792
	READ	PGR	(continuous)	1.15127958	0.867936317	1.527122031	0.328403079	159/23	11(6.47%)	0.325549223	0.328403079	0.328539187	0.378653362	0.610859729
	READ	PGR	H (vs L)	0.940920885	0.408219479	2.168764981	0.886345357	80/10--79/13	11(6.47%)	0.886483311	0.886345357	0.886328746	0.389023669	0.458427602
	READ	age_at_initial_pathologic_diagnosis	(continuous)	1.069218001	1.025608661	1.11468163	0.001631966	170/26	0(0%)	0.000903082	0.001631966	0.001537626	0.436418226	0.725736359
	READ	gender	FEMALE (vs MALE)	1.223011551	0.565080082	2.646982796	0.609326122	78/13--92/13	0(0%)	0.609639834	0.609326122	0.60873686	0.938503336	0.527281507
	READ	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.067890755	0.193776304	5.885088314	0.939871664	51/4--33/2	NA	NA	NA	NA	0.858453783	NA
	READ	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.460432175	0.512669365	11.80824698	0.260559503	52/8--33/2	NA	NA	NA	NA	0.497068497	NA
	READ	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	6.663257048	1.428443769	31.08207368	0.015787771	25/9--33/2	NA	NA	NA	NA	0.16826522	NA
	READ	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	9(5.29%)	0.007036513	0.006309439	0.001718837	0.321185739	0.624854482
	READ	pathologic_stage_v2	StageIII/IV (vs StageI/II)	3.556398676	1.392629094	9.082081938	0.007993941	77/17--84/6	9(5.29%)	0.004353797	0.007993941	0.004731459	0.179425745	0.601280559
	READ	histological_type	Rectal_Mucinous_Adenocarcinoma (vs Rectal_Adenocarcinoma)	1.830004518	0.418134251	8.009189705	0.422367683	13/2--151/24	6(3.53%)	0.457359335	0.422367683	0.415332663	0.92985734	0.525360517
	READ	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.983554461	2.528952062	19.28468065	0.000176675	55/15--103/5	12(7.06%)	3.76E-05	0.000176675	1.35E-05	0.674758295	0.709637046
	READ	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	10.07409788	0.838843182	120.9850069	0.068546017	12/2--51/2	107(62.94%)	0.060921575	0.068546017	0.029372703	0.53192741	0.605263158
	READ	residual_tumor	R1 (vs R0)	2.797146799	0.339847625	23.02217125	0.338854963	2/1--127/12	NA	NA	NA	NA	0.039503546	NA
	READ	residual_tumor	R2 (vs R0)	5.17823317	1.922037599	13.95087108	0.001145536	12/6--127/12	NA	NA	NA	NA	0.361589477	NA
	READ	residual_tumor	RX (vs R0)	1.95E-08	0	Inf	0.998195454	5/0--127/12	NA	NA	NA	NA	0.999923871	NA
	READ	residual_tumor	Global	NA	NA	NA	NA	NA	24(14.12%)	0.011567277	0.013277157	0.001588228	0.11600424	0.625
	READ	new_tumor_event_dx_days_to	Yes (vs NO)	1.560140619	0.701685488	3.46884579	0.275280746	32/10--138/16	0(0%)	0.284782608	0.275280746	0.271558862	0.262288014	0.517865765
	READ	number_of_lymphnodes_positive_by_he	Yes (vs NO)	3.438199036	1.486567372	7.952019422	0.00389278	75/18--95/8	0(0%)	0.002411134	0.00389278	0.002172866	0.194119709	0.60140029
	READ	vascular_invasion_indicator	YES (vs NO)	1.695604831	0.734412934	3.91479454	0.216126285	38/8--132/18	0(0%)	0.233253374	0.216126285	0.210894044	0.708594321	0.570497344
	READ	lymphovascular_invasion_indicator	YES (vs NO)	1.249263509	0.565171145	2.761392422	0.582363726	68/10--102/16	0(0%)	0.585855946	0.582363726	0.581599342	0.632838666	0.535007243
	SARC	AR	(continuous)	0.961776431	0.894828193	1.033733526	0.289732203	259/98	2(0.77%)	0.288563129	0.289732203	0.289299814	0.328841351	0.543540447
	SARC	AR	H (vs L)	0.897940169	0.604161064	1.334572178	0.594407897	130/49--129/49	2(0.77%)	0.594496405	0.594407897	0.594230631	0.222605452	0.528273018
	SARC	ESR1	(continuous)	0.917129629	0.836779256	1.005195516	0.064430318	259/98	2(0.77%)	0.058084171	0.064430318	0.064690041	0.719621531	0.565061203
	SARC	ESR1	H (vs L)	0.70495515	0.472046645	1.052781051	0.087525149	130/54--129/44	2(0.77%)	0.086373945	0.087525149	0.08598055	0.961663326	0.54413917
	SARC	ESR2	(continuous)	1.084597041	0.937302305	1.255038781	0.275497028	259/98	2(0.77%)	0.283089743	0.275497028	0.275956273	0.042169016	0.496840075
	SARC	ESR2	H (vs L)	0.986845156	0.663809736	1.46708207	0.947811633	130/49--129/49	2(0.77%)	0.947811875	0.947811633	0.947811255	0.0409591	0.525512241
	SARC	PGR	(continuous)	0.930109103	0.874862474	0.988844497	0.020393609	259/98	2(0.77%)	0.018294755	0.020393609	0.019926578	0.328326954	0.575771687
	SARC	PGR	H (vs L)	0.766713956	0.51459136	1.142363311	0.191644328	130/54--129/44	2(0.77%)	0.190287913	0.191644328	0.190353661	0.796408401	0.536389037
	SARC	age_at_initial_pathologic_diagnosis	(continuous)	1.020469997	1.005223585	1.035947655	0.008331979	261/99	0(0%)	0.007212881	0.008331979	0.008343545	0.954101807	0.58271436
	SARC	gender	MALE (vs FEMALE)	0.831675941	0.557303543	1.241127711	0.366863859	119/41--142/58	0(0%)	0.364671847	0.366863859	0.366189945	0.717034923	0.52814699
	SARC	histological_type	Dedifferentiated_liposarcoma (vs Leiomyosarcoma_(LMS))	1.245350395	0.761209952	2.037411103	0.382326912	59/26--105/41	NA	NA	NA	NA	0.968083255	NA
	SARC	histological_type	Pleomorphic_'MFH'_/_Undifferentiated_pleomorphic_sarcoma (vs Leiomyosarcoma_(LMS))	1.065241888	0.547182222	2.073788648	0.852486153	29/11--105/41	NA	NA	NA	NA	0.381952752	NA
	SARC	histological_type	Myxofibrosarcoma (vs Leiomyosarcoma_(LMS))	0.844042537	0.409966395	1.737722441	0.645379227	25/9--105/41	NA	NA	NA	NA	0.635852512	NA
	SARC	histological_type	Undifferentiated_Pleomorphic_Sarcoma_(UPS) (vs Leiomyosarcoma_(LMS))	1.152634655	0.451552608	2.94221897	0.766392578	21/5--105/41	NA	NA	NA	NA	0.646769104	NA
	SARC	histological_type	Malignant_Peripheral_Nerve_Sheath_Tumors_(MPNST) (vs Leiomyosarcoma_(LMS))	1.050305522	0.324869728	3.395643219	0.934662039	9/3--105/41	NA	NA	NA	NA	0.705694513	NA
	SARC	histological_type	Synovial_Sarcoma_-_Monophasic (vs Leiomyosarcoma_(LMS))	1.149114211	0.355000668	3.719608414	0.816601055	6/3--105/41	NA	NA	NA	NA	0.193874528	NA
	SARC	histological_type	Desmoid_Tumor (vs Leiomyosarcoma_(LMS))	6.75E-08	0	Inf	0.996616289	2/0--105/41	NA	NA	NA	NA	0.999843896	NA
