Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg19407682	ODZ4	NM_001098816	Body	chr11:78673007-78673213
cg19510409	NLGN1	NM_014932	Body	
cg19577080	INPP4B	NM_001101669;NM_003866	5'UTR	
cg19692192	PCDH1	NM_032420;NM_002587	Body	chr5:141255564-141257968
cg19820994	GABRG3	NM_033223	Body	
cg19902246	ADCY2	NM_020546	Body	
cg19907520	SEMA3E	NM_012431	Body	
cg20025658	CXCR1	NM_000634;NM_000634	1stExon	
cg20025658	CXCR1	NM_000634;NM_000634	5'UTR	
cg20155875	WIPI1	NM_017983	Body	chr17:66453349-66454137
cg20299802	NOS1AP	NM_014697;NM_001164757	Body	
cg20328399	FBXL7	NM_012304	Body	chr5:15928088-15928518
cg20330126	APOL5	NM_030642	3'UTR	
cg20404260	LPIN2	NM_014646	3'UTR	
cg20575277	SEMA4B	NM_020210	5'UTR	chr15:90727879-90728570
cg20656868	S1PR4	NM_003775	TSS1500	chr19:3178741-3179986
cg20698421	SLC1A4	NM_003038;NM_001135581	Body	chr2:65215598-65217212
cg20698421	SLC1A4	NM_003038;NM_001135581	5'UTR	chr2:65215598-65217212
cg20749059	ARHGEF3	NM_001128615;NM_181727	5'UTR	
cg20749059	SPATA12	NM_001128615;NM_181727	TSS200	
cg20825022	CNTNAP5	NM_130773	Body	
cg20844146	TRMT11	NM_001031712	Body	chr6:126307532-126307931
cg20938708	SAP30BP	NM_013260	Body	
cg20992708	EVC2	NM_001166136;NM_147127	Body	
cg21005416	ECE1	NM_001113347;NM_001397;NM_001113349;NM_001113348	TSS1500	
cg21005416	ECE1	NM_001113347;NM_001397;NM_001113349;NM_001113348	Body	
cg21080533	PGK2	NM_138733	TSS200	
cg21232161	MGAT5	NM_002410	TSS1500	
cg21251203	NFIB	NM_005596	Body	
cg21253043	GALNT6	NM_007210	5'UTR	chr12:51785279-51785821
cg21307155	SLC4A11	NM_032034	Body	chr20:3218578-3220930
cg21462681	C7orf66	NM_001024607	Body	
cg21769093	VWC2	NM_198570	Body	chr7:49813008-49815752
cg22014579	C19orf33	NM_033520;NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_001039672	Body	
cg22014579	YIF1B	NM_033520;NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_001039672	3'UTR	
cg22023257	TPM4	NM_001145160;NM_003290	Body	
cg22076160	GNG4	NM_004485;NM_001098721;NM_001098722	5'UTR	chr1:235805318-235805771
cg22407942	SNORD93	NR_003075	TSS1500	chr7:22893794-22894577
cg22836912	ZIK1	NM_001010879	Body	chr19:58094739-58095764
cg23090870	SPINT2	NM_021102;NM_001166103	Body	chr19:38754846-38755699
cg23136275	MEF2C	NM_001131005	5'UTR	chr5:88185224-88185589
cg23170057	FAM71C	NM_153364;NM_153364;NM_152788	5'UTR	
cg23170057	FAM71C	NM_153364;NM_153364;NM_152788	1stExon	
cg23170057	ANKS1B	NM_153364;NM_153364;NM_152788	Body	
cg23276695	CNR1	NM_016083;NM_001160259;NM_001160226;NM_001160260;NM_001160258;NM_033181	5'UTR	
cg23276695	CNR1	NM_016083;NM_001160259;NM_001160226;NM_001160260;NM_001160258;NM_033181	TSS1500	
cg23279503	UNC5D	NM_080872	3'UTR	
cg23521262	VTI1A	NM_145206	Body	
cg23582644	SERPINB2	NM_001143818;NM_002575	5'UTR	
cg23586172	MSI2	NM_138962;NM_170721	Body	
cg23741006	TCN1	NM_001062	TSS200	
cg23792308	COX10	NM_001303	Body	
cg23907852	LOC100128977	NR_024559;NM_175882	Body	
cg23907852	IMP5	NR_024559;NM_175882	TSS200	
cg23909079	GRID1	NM_017551	Body	
cg24147596	ARL14	NM_025047	1stExon	
cg24171453	SPTLC2	NM_004863	Body	chr14:78082584-78083250
cg24222580	MCF2L	NM_001112732;NM_024979	Body	chr13:113635654-113635899
cg24289912	PTPRE	NM_130435;NM_006504	TSS200	
cg24289912	PTPRE	NM_130435;NM_006504	Body	
cg24627299	MET	NM_001127500;NM_000245	TSS1500	chr7:116311824-116312598
cg24837219	TMEM108	NM_001136469;NM_023943	5'UTR	
cg25047306	MIR384	NR_029909	TSS1500	
cg25124300	XDH	NM_000379	Body	
cg25135333	SEC16B	NM_033127	TSS1500	
cg25212701	C1orf226	NM_001085375;NM_001135240;NM_001085375	5'UTR	
cg25212701	C1orf226	NM_001085375;NM_001135240;NM_001085375	Body	
cg25212701	C1orf226	NM_001085375;NM_001135240;NM_001085375	1stExon	
cg25274263	PTPN14	NM_005401	Body	
cg25303150	PWWP2B	NM_001098637;NM_138499	Body	chr10:134209367-134211056
cg25369262	TSPAN1	NM_005727	Body	
cg25449283	PIP	NM_002652	Body	
cg25526061	ADAM8	NM_001164490;NM_001109;NM_001164489	Body	chr10:135089969-135090491
cg25549791	GALE	NM_001127621;NM_001008216;NM_000403	TSS200	chr1:24126799-24127549
cg25549791	GALE	NM_001127621;NM_001008216;NM_000403	5'UTR	chr1:24126799-24127549
cg25605243	OCA2	NM_000275	Body	
cg25686125	AR	NM_000044	TSS1500	chrX:66763684-66764077
cg25694915	NOSTRIN	NM_001171631;NM_052946;NM_001171632;NM_001039724	5'UTR	
cg25694915	NOSTRIN	NM_001171631;NM_052946;NM_001171632;NM_001039724	TSS200	
cg25719851	PTPN6	NM_080548	TSS1500	chr12:7053149-7053927
cg26344619	FLVCR2	NM_017791	Body	chr14:76044590-76045102
cg26357344	KRT8	NM_002273	TSS1500	chr12:53297442-53297824
cg26647771	NPR3	NM_000908	Body	
cg26705724	DNAJC17	NM_018163;NM_001130448	Body	
cg26705724	C15orf62	NM_018163;NM_001130448	TSS200	
cg26799474	CASP8	NM_001080124;NM_033355;NM_033358;NM_001228	5'UTR	
cg26942829	GFOD1	NM_018988	Body	
cg26960939	CCR7	NM_001838	Body	
cg26968544	SPOCK1	NM_004598	Body	
cg27067618	CYP4F3	NM_000896	5'UTR	
cg27373591	CBLN2	NM_182511	Body	chr18:70208974-70211790
cg00038857	CCL8	NM_005623	TSS1500	
cg00050496	MGC14436	NR_026662;NR_026661	TSS1500	
cg00101602	ASCC1	NM_015947	Body	
cg00112341	ERC2	NM_015576	Body	
cg00168694	ETS2	NM_005239	Body	chr21:40194644-40194849
cg00174992	NOSTRIN	NM_001171631;NM_052946;NM_001039724;NM_001039724;NM_001171632;NM_052946;NM_001171632	5'UTR	
cg00174992	NOSTRIN	NM_001171631;NM_052946;NM_001039724;NM_001039724;NM_001171632;NM_052946;NM_001171632	1stExon	
cg00275828	KRTAP2-4	NM_033184	TSS1500	
cg00280812	KRT80	NM_001081492;NM_182507	TSS200	
cg00300672	CNTNAP5	NM_130773	Body	
cg00341732	SMTN	NM_006932;NM_134269;NM_134270	Body	chr22:31480774-31481373
cg00390484	C22orf25	NM_152906;NR_029706	5'UTR	
cg00390484	MIR185	NM_152906;NR_029706	TSS1500	
cg00480115	FXYD3	NM_005971;NM_001136010;NM_001136007;NM_001136011;NM_021910;NM_001136008;NM_001136009;NM_001136012	5'UTR	
cg00516966	ALDH3A1	NM_000691;NM_000691	5'UTR	chr17:19648139-19648492
cg00516966	ALDH3A1	NM_000691;NM_000691	1stExon	chr17:19648139-19648492
cg00522579	MYOM1	NM_019856;NM_003803	Body	chr18:3067297-3067533
cg00570628	USH1C	NM_153676;NM_005709	Body	chr11:17565766-17566052
cg00586732	GRM7	NM_000844;NM_181874	Body	
cg00586732	GRM7	NM_000844;NM_181874	3'UTR	
cg00645755	INTS1	NM_001080453	Body	chr7:1513775-1514052
cg00651016	RAB11FIP3	NM_014700;NM_001142272	Body	
cg00658007	RD3	NM_001164688;NM_001164688;NM_183059;NM_183059	1stExon	
cg00658007	RD3	NM_001164688;NM_001164688;NM_183059;NM_183059	5'UTR	
cg00690280	WFDC10B	NM_172131;NM_172005;NM_172006	Body	
cg00690280	WFDC13	NM_172131;NM_172005;NM_172006	Body	
cg00690280	WFDC10B	NM_172131;NM_172005;NM_172006	5'UTR	
cg00743788	MAPK12	NM_002969	TSS1500	chr22:50699469-50700358
cg00764796	LOC100134368	NR_024453	Body	chr16:431189-432810
cg00865429	CLNK	NM_052964	Body	
cg00874605	PARN	NM_001134477;NM_002582	Body	
cg00907267	ERBB3	NM_001005915;NM_001982	Body	chr12:56472792-56474393
cg00917251	RCAN3	NM_013441	5'UTR	chr1:24828865-24829878
cg00932063	LHPP	NM_022126;NM_001167880	Body	
cg00971747	C1orf106	NM_001142569;NM_018265	5'UTR	chr1:200860076-200860576
cg00971747	C1orf106	NM_001142569;NM_018265	Body	chr1:200860076-200860576
cg00999988	GALNT3	NM_004482	5'UTR	chr2:166649909-166650966
cg01018864	TCL1B	NM_004918;NM_199206	3'UTR	
cg01022345	MIR770	NR_030528;NR_003531;NR_003530;NR_002766	TSS1500	
cg01022345	MEG3	NR_030528;NR_003531;NR_003530;NR_002766	Body	
cg01032675	GNA15	NM_002068;NM_002068	1stExon	
cg01032675	GNA15	NM_002068;NM_002068	5'UTR	
cg01081737	SLC45A4	NM_001080431	TSS200	chr8:142237037-142237360
cg01126560	C9orf142	NM_183241	TSS1500	chr9:139886312-139887180
cg01149929	FBXL7	NM_012304	Body	
cg01185921	ABLIM1	NM_001003407;NM_001003408	TSS200	
cg01202639	NR1H4	NM_005123	Body	
cg01211763	NTM	NM_001144059;NM_001048209;NM_001144058;NM_016522	Body	
cg01319701	C20orf54	NM_033409	TSS200	
cg01362515	KRT17	NM_000422	TSS1500	
cg01438056	CIB1	NM_006384	3'UTR	chr15:90776699-90777636
cg01441127	MR1	NM_001531	Body	
cg01511480	SCNN1A	NM_001159575;NM_001038;NM_001159576	Body	chr12:6472660-6473322
cg01519063	GRHL2	NM_024915	Body	chr8:102505512-102506430
cg01555300	ACSM1	NM_052956	3'UTR	
cg01561719	ANKRD22	NM_144590	TSS200	
cg01629435	DGUOK	NM_080916;NM_080918	TSS1500	chr2:74153853-74154281
cg01674147	FHDC1	NM_033393	Body	
cg01702210	SLC35F4	NM_001080455	TSS1500	
cg01734062	TMEM92	NM_153229;NM_153229;NM_001168215	1stExon	chr17:48350422-48350832
cg01734062	TMEM92	NM_153229;NM_153229;NM_001168215	5'UTR	chr17:48350422-48350832
cg01741999	PNKD	NM_015488	Body	chr2:219134787-219135393
cg01751245	SPRED2	NM_001128210;NM_001128210;NM_181784	5'UTR	
cg01751245	SPRED2	NM_001128210;NM_001128210;NM_181784	1stExon	
cg01751245	SPRED2	NM_001128210;NM_001128210;NM_181784	Body	
cg01761968	PIWIL1	NM_004764	5'UTR	chr12:130823502-130824083
cg01914181	ZBTB16	NM_006006;NM_001018011	Body	chr11:114069863-114070117
cg01958295	CRIM1	NM_016441	Body	
cg01993907	FLJ25758	NR_024372	TSS1500	
cg02009395	ACSM1	NM_052956	TSS200	
cg02057755	AGBL4	NM_032785	3'UTR	
cg02088237	KIF6	NM_145027	3'UTR	
cg02119938	ACSBG1	NM_015162	Body	
cg02133070	TACR3	NM_001059	Body	chr4:104640559-104640797
cg02156899	NOXO1	NM_172167;NM_144603;NM_172168	Body	chr16:2028987-2030710
cg02187259	FAM49A	NM_030797	5'UTR	
cg02204442	ADARB2	NM_018702	Body	chr10:1230813-1231214
cg02272667	MAD1L1	NM_003550;NM_001013837;NM_001013836	Body	
cg02325250	CSF2	NM_000758	TSS200	
cg02385230	IGFBP4	NM_001552	Body	
cg02416986	B4GALT2	NM_001005417;NM_001005417;NM_003780	1stExon	chr1:44444635-44445622
cg02416986	B4GALT2	NM_001005417;NM_001005417;NM_003780	5'UTR	chr1:44444635-44445622
cg02624246	MIR141	NR_029682	Body	
cg02641517	CACNA2D3	NM_018398	Body	
cg02675969	DLG2	NM_001142699;NM_001364;NM_001142700	Body	
cg02704181	FBXL7	NM_012304	Body	
cg02744705	DCLK2	NM_001040261;NM_001040260	3'UTR	chr4:151177347-151177559
cg02772121	TRIM15	NM_033229	TSS200	
cg02870676	NEDD4L	NM_001144964;NM_015277;NM_001144971;NM_001144966;NM_001144965;NM_001144968;NM_001144966;NM_001144967;NM_001144969;NM_001144970	5'UTR	
cg02870676	NEDD4L	NM_001144964;NM_015277;NM_001144971;NM_001144966;NM_001144965;NM_001144968;NM_001144966;NM_001144967;NM_001144969;NM_001144970	Body	
cg02870676	NEDD4L	NM_001144964;NM_015277;NM_001144971;NM_001144966;NM_001144965;NM_001144968;NM_001144966;NM_001144967;NM_001144969;NM_001144970	1stExon	
cg02870820	SSC5D	NM_001144950	Body	chr19:56004972-56005371
cg02948884	PITX1	NM_002653	Body	chr5:134368578-134370466
cg02955020	PBX1	NM_002585	Body	
cg03003745	CXCL17	NM_198477	TSS1500	
cg03036210	SPIRE2	NM_032451	Body	chr16:89900494-89901672
cg03038418	GNA11	NM_002067	Body	chr19:3097564-3097793
cg03084996	C8orf34	NM_052958	Body	
cg03131767	ABCB9	NM_203444;NM_019624;NM_019625	5'UTR	chr12:123444211-123444565
cg03190267	NTN3	NM_006181	Body	chr16:2521086-2525929
cg03198372	KREMEN1	NM_032045;NM_001039570	TSS1500	chr22:29468639-29470233
cg03283235	TMEM132D	NM_133448	Body	
cg03508235	JUB	NM_198086;NM_032876;NM_198086	5'UTR	chr14:23449886-23452174
cg03508235	JUB	NM_198086;NM_032876;NM_198086	Body	chr14:23449886-23452174
cg03508235	JUB	NM_198086;NM_032876;NM_198086	1stExon	chr14:23449886-23452174
cg03517998	FAM183B	NR_028347	TSS200	
cg03519907	LARP1	NM_015315	TSS200	
cg03534410	TMEM40	NM_018306	TSS1500	
cg03601836	CLDN1	NM_021101	Body	chr3:190039817-190040465
cg03707955	RORA	NM_134261	Body	
cg03732263	DHDDS	NM_205861;NM_024887	3'UTR	chr1:26798366-26799842
cg03761113	CD5L	NM_005894	TSS200	
cg03820608	NTM	NM_001048209	Body	
cg03850976	SERPINA7	NM_000354	Body	
cg03918433	FGA	NM_021871;NM_000508	1stExon	
cg04007890	ADAP1	NM_006869	Body	chr7:976647-976894
cg04066453	JUP	NM_002230;NM_021991	TSS1500	chr17:39942175-39943176
cg04087271	CDA	NM_001785	TSS200	
cg04332442	CELSR1	NM_014246	Body	chr22:46770433-46770871
cg04350120	RUNX1T1	NM_004349;NM_175635;NM_175634;NM_175636	Body	
cg04362706	DAB1	NM_021080	Body	
cg04460609	LDB2	NM_001290;NM_001130834	Body	
cg04472592	KRT80	NM_001081492;NM_182507	TSS200	
cg04508114	ABLIM1	NM_001003407;NM_001003408	TSS200	
cg04528771	ABHD15	NM_198147	Body	chr17:27893086-27896078
cg04540406	SHCBP1	NM_024745	TSS1500	chr16:46655002-46655374
cg04590790	ADCY2	NM_020546	Body	
cg04625615	ITPKA	NM_002220	Body	chr15:41785616-41788539
cg04662250	C17orf103	NM_152914	TSS1500	
cg04822621	LCP2	NM_005565;NM_005565	1stExon	
cg04822621	LCP2	NM_005565;NM_005565	5'UTR	
cg04879561	ADCYAP1R1	NM_001118	Body	
cg04884612	HLA-L	NR_027822	Body	chr6:30227320-30228255
cg04951638	RPTOR	NM_001163034;NM_020761	Body	
cg05036937	ITGA2	NM_002203	TSS1500	chr5:52284715-52285489
cg05049825	CNTNAP5	NM_130773	Body	
cg05167973	PHLDA2	NM_003311	3'UTR	chr11:2949788-2951756
cg05188268	GPC6	NM_005708	Body	
cg05280206	HCCA2	NM_053005;NM_004420	Body	chr11:1577705-1579091
cg05280206	DUSP8	NM_053005;NM_004420	3'UTR	chr11:1577705-1579091
cg05280527	NRXN3	NM_004796;NM_001105250;NM_138970	3'UTR	chr14:80328014-80328331
cg05376219	SPPL2B	NM_001077238;NM_152988	Body	chr19:2347135-2349732
cg05594873	ROBO1	NM_002941	5'UTR	chr3:79815638-79815900
cg05600421	MPPED2	NM_001145399;NM_001584	Body	
cg05641048	GCNT3	NM_004751	5'UTR	
cg05671644	FBXL13	NM_145032;NM_001111038	Body	
cg05678658	TPO	NM_175719;NM_000547;NM_175721;NM_175722	Body	
cg05749728	CTBP2	NM_001083914;NM_001329	5'UTR	
cg05774698	HIBADH	NM_152740	Body	
cg05923914	DKFZp779M0652	NR_027134	TSS1500	
cg05979619	MERTK	NM_006343	Body	
cg06071824	FILIP1	NM_015687	Body	
cg06080300	MIB2	NM_001170687;NM_001170688;NM_080875;NM_001170689;NM_001170686;NR_033183	Body	chr1:1563674-1564032
cg06090362	TRIM42	NM_152616;NM_152616	1stExon	
cg06090362	TRIM42	NM_152616;NM_152616	5'UTR	
cg06098530	MYST4	NM_012330	Body	
cg06145669	NR4A3	NM_173199;NM_173198;NM_173200;NM_006981	5'UTR	chr9:102590742-102591303
cg06145669	NR4A3	NM_173199;NM_173198;NM_173200;NM_006981	Body	chr9:102590742-102591303
cg06333800	PRKAG2	NM_016203;NM_001040633	Body	
cg06344474	MAPK15	NM_139021	Body	chr8:144800957-144801335
cg06345789	LOC100133991	NR_024434	Body	chr17:43324689-43325729
cg06351796	ATXN1	NM_001128164;NM_000332	5'UTR	
cg06394229	LGALS4	NM_006149	TSS200	
cg06415153	PITPNM2	NM_020845	5'UTR	
cg06436185	PRKAG2	NM_016203;NM_001040633	Body	
cg06505619	WDR90	NM_145294;NM_138418	TSS1500	chr16:698826-700244
cg06505619	FAM195A	NM_145294;NM_138418	Body	chr16:698826-700244
cg06519434	SCN5A	NM_001160161;NM_001099405;NM_000335;NM_198056;NM_001160160;NM_001099404	Body	
cg06712013	SPATS2	NM_023071	TSS1500	chr12:49760221-49761127
cg06875832	RUFY1	NM_025158	Body	chr5:178977298-178978291
cg06912665	LARP1	NM_015315	TSS200	
cg07004950	PWWP2A	NM_052927	Body	
cg07104732	HES2	NM_019089	3'UTR	chr1:6479057-6480938
cg07156336	RAB7A	NM_004637	5'UTR	
cg07168232	LAMB3	NM_001017402;NM_001127641;NM_000228	Body	
cg07177115	IL1F6	NM_014440	TSS1500	
cg07195577	TLCD1	NM_001160407;NM_138463	Body	chr17:27052941-27054084
cg07227049	VRK2	NM_001130483;NM_001136027;NM_006296;NM_001130482;NM_001130480;NM_001130481	Body	
cg07244783	STX18	NM_016930	Body	
cg07251887	LOC100130933	NM_001162997;NM_004259	TSS1500	
cg07251887	RECQL5	NM_001162997;NM_004259	Body	
cg07302934	GLIS2	NM_032575	TSS1500	chr16:4377508-4378162
cg07375836	ACACA	NM_198839;NM_198834	5'UTR	chr17:35715796-35716627
cg07375836	ACACA	NM_198839;NM_198834	Body	chr17:35715796-35716627
cg07392307	SFTPA2	NM_001098668	5'UTR	
cg07402003	TOX3	NM_001080430;NM_001146188	Body	
cg07414392	TJP2	NM_001170414	TSS1500	chr9:71736074-71737367
cg07450210	UBAC2	NM_001144072;NM_177967;NR_026644	Body	
cg07525077	RNASE3	NM_002935	Body	
cg07572927	RNASE4	NM_194431;NM_001097577;NM_001145;NM_002937	TSS1500	chr14:21152483-21152740
cg07572927	ANG	NM_194431;NM_001097577;NM_001145;NM_002937	TSS1500	chr14:21152483-21152740
cg07572927	ANG	NM_194431;NM_001097577;NM_001145;NM_002937	5'UTR	chr14:21152483-21152740
cg07572927	RNASE4	NM_194431;NM_001097577;NM_001145;NM_002937	5'UTR	chr14:21152483-21152740
cg07603685	YBX1	NM_004559	Body	
cg07697770	TGFBI	NM_000358	Body	
cg07733247	PWWP2B	NM_138499;NM_001098637	3'UTR	chr10:134218268-134219615
cg07733247	PWWP2B	NM_138499;NM_001098637	Body	chr10:134218268-134219615
cg07784084	LRRC3B	NM_052953	5'UTR	
cg07796002	ARHGEF1	NM_004706;NM_199002;NM_198977	Body	chr19:42388144-42388723
cg07873848	SGPP2	NM_152386	TSS1500	chr2:223288922-223290013
cg07891457	ALDH3B2	NM_000695;NM_001031615;NM_000695	1stExon	
cg07891457	ALDH3B2	NM_000695;NM_001031615;NM_000695	5'UTR	
cg07950397	OLFM2	NM_058164	Body	chr19:10023835-10025602
cg08147181	AMN	NM_030943	Body	chr14:103394397-103397070
cg08149422	YDJC	NM_001017964	Body	chr22:21982786-21984484
cg08208133	HTR3A	NM_001161772;NM_000869;NM_213621	TSS200	
cg08208133	HTR3A	NM_001161772;NM_000869;NM_213621	Body	
cg08211895	STON1-GTF2A1L	NM_172311	Body	
cg08231096	THSD7B	NM_001080427	TSS200	
cg08248849	PLEKHG3	NM_015549	5'UTR	chr14:65170876-65172007
cg08335767	HMGA1	NM_145903;NM_145899;NM_002131;NM_145901;NM_145902;NM_145905	5'UTR	chr6:34202567-34206193
cg08335767	HMGA1	NM_145903;NM_145899;NM_002131;NM_145901;NM_145902;NM_145905	TSS200	chr6:34202567-34206193
cg08337166	CMKLR1	NM_001142345;NM_001142343;NM_004072;NM_001142344	Body	
cg08387551	TMEM171	NM_173490;NM_001161342	5'UTR	chr5:72415611-72416766
cg08468599	SKI	NM_003036	Body	
cg08530859	LYNX1	NM_177458;NM_023946	TSS200	
cg08530859	LYNX1	NM_177458;NM_023946	Body	
cg08596532	LOC340094	NR_026994	TSS1500	
cg08626060	HS6ST3	NM_153456	Body	chr13:96742138-96744162
cg08663653	C1orf129	NM_025063;NM_001163629	TSS200	
cg08889480	ANXA8L2	NM_001630	TSS200	
cg08903389	AUTS2	NM_015570;NM_001127232;NM_001127231	Body	
cg08912841	ESPNP	NR_026567	Body	chr1:17022986-17023284
cg08942191	ARNT2	NM_014862	Body	
cg08966188	KRT19	NM_002276	TSS1500	chr17:39683908-39684599
cg09043518	SECTM1	NM_003004	5'UTR	chr17:80291020-80292394
cg09046979	SBK1	NM_001024401	3'UTR	chr16:28331225-28332489
cg09122223	IL18	NM_001562	TSS1500	
cg09168797	GRAMD3	NM_001146321;NM_001146320;NM_001146322;NM_001146322;NM_001146319;NM_023927	Body	
cg09168797	GRAMD3	NM_001146321;NM_001146320;NM_001146322;NM_001146322;NM_001146319;NM_023927	5'UTR	
cg09168797	GRAMD3	NM_001146321;NM_001146320;NM_001146322;NM_001146322;NM_001146319;NM_023927	1stExon	
cg09185990	ABCC9	NM_020297;NM_020298;NM_005691	TSS1500	chr12:22093954-22095357
cg09227119	C20orf118	NM_080628	TSS200	
cg09246948	DIRAS1	NM_145173	3'UTR	chr19:2717060-2717800
cg09442403	TM4SF1	NM_014220	Body	
cg09509503	DAB1	NM_021080	5'UTR	
cg09633579	RPLP0P2	NR_002775	Body	
cg09644662	C4orf19	NM_018302;NM_001104629	TSS1500	
cg09644662	C4orf19	NM_018302;NM_001104629	5'UTR	
cg09666532	B4GALT2	NM_001005417;NM_003780	5'UTR	chr1:44444635-44445622
cg09685472	CMIP	NM_198390	Body	
cg09742346	CMIP	NM_030629;NM_198390	TSS1500	
cg09742346	CMIP	NM_030629;NM_198390	Body	
cg09802688	TRAF3IP3	NM_025228	Body	
cg09904358	KIAA1217	NM_001098500	5'UTR	
cg09939948	ZNF710	NM_198526	5'UTR	chr15:90545272-90545911
cg09950920	PLEKHM3	NM_001080475	Body	
cg09968461	SLC8A1	NM_001112801;NM_001112802;NM_021097;NM_001112800	Body	
cg09985802	LHPP	NM_022126;NM_001167880	Body	
cg10015904	NRXN3	NM_004796;NM_001105250;NM_138970	Body	
cg10052840	SEMA6B	NM_032108	Body	chr19:4558363-4558579
cg10070185	SERPINA1	NM_001127706;NM_001127704;NM_001127700;NM_001127701;NM_001127707;NM_001002235;NM_001127703;NM_001127705;NM_001127702;NM_001002236	TSS200	
cg10081994	LONRF2	NM_198461	Body	
cg10197238	RNASE1	NM_198234;NM_198235;NM_198232;NM_002933	3'UTR	
cg10208113	FAM132A	NM_001014980	Body	chr1:1177885-1178207
cg10212621	HMGCS2	NM_001166107;NM_005518	TSS200	
cg10215501	FRY	NM_023037	Body	
cg10431265	FABP6	NM_001130958;NM_001040442	5'UTR	
cg10431265	FABP6	NM_001130958;NM_001040442	TSS200	
cg10492657	CDYL	NM_001143970;NM_004824;NR_026590	5'UTR	
cg10492657	CDYL	NM_001143970;NM_004824;NR_026590	Body	
cg10516117	SERPINF2	NM_000934;NM_001165921;NM_001165920	Body	chr17:1657447-1657677
cg10528218	UNC5C	NM_003728	Body	
cg10616411	C10orf82	NM_144661;NM_025015	TSS1500	chr10:118429430-118429853
cg10616411	HSPA12A	NM_144661;NM_025015	3'UTR	chr10:118429430-118429853
cg10818566	TTC7A	NM_020458	Body	
cg10976218	RASA3	NM_007368	Body	chr13:114879041-114879530
cg11002119	CUGBP2	NM_006561;NM_001025077	Body	
cg11038054	LRP1B	NM_018557	Body	
cg11115622	PLEKHG3	NM_015549	TSS1500	chr14:65170876-65172007
cg11225751	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	TSS200	chr22:22901386-22901698
cg11225751	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	5'UTR	chr22:22901386-22901698
cg11225751	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	1stExon	chr22:22901386-22901698
cg11225751	LOC648691	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	TSS200	chr22:22901386-22901698
cg11272232	YIF1B	NM_001039672;NM_001145462;NM_033520;NM_033557;NM_001039673;NM_001039671;NM_001145461;NM_001145463;NM_033520	3'UTR	
cg11272232	C19orf33	NM_001039672;NM_001145462;NM_033520;NM_033557;NM_001039673;NM_001039671;NM_001145461;NM_001145463;NM_033520	1stExon	
cg11272232	C19orf33	NM_001039672;NM_001145462;NM_033520;NM_033557;NM_001039673;NM_001039671;NM_001145461;NM_001145463;NM_033520	5'UTR	
cg11288686	TMTC1	NM_175861	Body	
cg11371382	AFF3	NM_001025108;NM_002285	Body	
cg11387340	RPS6KA2	NM_021135;NM_001006932	Body	
cg11392848	C8orf22	NM_001007176	Body	
cg11397957	LEAP2	NM_052971	TSS200	
cg11412248	CHRNB4	NM_000750	Body	chr15:78933187-78933821
cg11415739	TRAF5	NM_004619;NM_001033910	5'UTR	
cg11448557	FAM13C	NM_001001971;NM_001166698;NM_001143773;NM_198215	Body	
cg11493223	TMC8	NM_152468;NM_007267	Body	chr17:76127521-76128406
cg11493223	TMC6	NM_152468;NM_007267	TSS200	chr17:76127521-76128406
cg11556164	LRRN3	NM_001099660;NM_032549;NM_001099658;NM_018334	5'UTR	
cg11556164	IMMP2L	NM_001099660;NM_032549;NM_001099658;NM_018334	Body	
cg11579421	PWWP2B	NM_001098637;NM_138499	Body	chr10:134209367-134211056
cg11726150	SLC44A4	NM_025257	Body	
cg11779118	FAM155A	NM_001080396	Body	
cg11932113	PLXNA4	NM_020911;NM_181775;NM_001105543	5'UTR	
cg12002119	CHST10	NM_004854	Body	
cg12018809	LPAR5	NM_020400;NM_020400	1stExon	
cg12018809	LPAR5	NM_020400;NM_020400	5'UTR	
cg12503394	TMEM184A	NM_001097620	TSS200	
cg12508078	MYO18A	NM_078471;NM_203318	5'UTR	chr17:27506889-27507607
cg12536028	KLKB1	NM_000892;NM_000892	1stExon	
cg12536028	KLKB1	NM_000892;NM_000892	5'UTR	
cg12691739	CA10	NM_001082533;NM_020178;NM_001082534	Body	
cg12758147	TRIM40	NM_138700	TSS1500	
cg12801391	TLL2	NM_012465	3'UTR	
cg12805374	FMNL1	NM_005892	Body	
cg12820310	DIRC3	NR_026597	Body	
cg12824060	OLFM4	NM_006418	TSS200	
cg12899421	TUFT1	NM_020127;NM_001126337	TSS200	chr1:151512661-151513199
cg12976145	CTTNBP2	NM_033427	Body	
cg12983285	PTK6	NM_005975	TSS200	chr20:62168432-62168684
cg13044052	TRIM40	NM_138700	TSS1500	
cg13047196	C8B	NM_000066	Body	
cg13060236	DAB1	NM_021080	Body	
