Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg20166027	NCOA4	NM_001145262;NM_001145262;NM_005437;NM_001145263;NM_001145261;NM_001145260	Body	chr10:51572198-51572620
cg20248822	C1orf151	NM_001032363	TSS1500	chr1:19923341-19924002
cg20258698	TNS3	NM_022748	5'UTR	
cg20263853	RERE	NM_012102;NM_001042681	5'UTR	
cg20306863	TP73	NM_005427	5'UTR	
cg20316440	RERE	NM_001042682;NM_012102;NM_001042681	5'UTR	
cg20316440	RERE	NM_001042682;NM_012102;NM_001042681	Body	
cg20343063	TNKS1BP1	NM_033396	5'UTR	chr11:57091614-57092831
cg20434856	MYO10	NM_012334	Body	
cg20464143	MYO10	NM_012334	Body	
cg20512044	NIN	NM_182946;NM_016350;NM_020921;NM_182944	Body	
cg20653075	MIR124-2	NR_029669	TSS200	chr8:65290108-65290946
cg20682146	PBX1	NM_002585	Body	chr1:164545540-164545917
cg20784259	HIPK1	NM_198268;NM_181358;NM_198269	3'UTR	
cg20823772	OSR2	NM_001142462;NM_053001	Body	chr8:99960497-99961438
cg20955836	BMP7	NM_001719	Body	chr20:55839287-55839766
cg20993386	PITPNC1	NM_181671;NM_012417	Body	
cg21108085	CD82	NM_002231;NM_001024844	5'UTR	chr11:44586602-44587404
cg21117965	SPEG	NM_005876	Body	
cg21185289	TLX2	NM_016170	3'UTR	chr2:74740455-74743795
cg21204530	ERGIC1	NM_001031711	Body	
cg21208539	PANX1	NM_015368	Body	chr11:93861560-93862773
cg21211645	LARS2	NM_015340	3'UTR	
cg21212505	CFTR	NM_000492	Body	
cg21279316	ZNF609	NM_015042	Body	
cg21287519	SGSM2	NM_014853;NM_001098509	Body	
cg21301258	RCAN1	NM_203417;NM_203418;NM_004414	5'UTR	
cg21301258	RCAN1	NM_203417;NM_203418;NM_004414	Body	
cg21473142	EOMES	NM_005442	Body	chr3:27762351-27763995
cg21581504	CNRIP1	NM_015463;NM_001111101	Body	chr2:68546339-68547111
cg21586453	C5orf33	NM_153013;NM_001085411	5'UTR	chr5:36241003-36242664
cg21586453	C5orf33	NM_153013;NM_001085411	Body	chr5:36241003-36242664
cg21633052	C4orf38	NR_024008	Body	chr4:184018830-184021379
cg21770622	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	Body	
cg21770622	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	TSS200	
cg21815337	SETMAR	NM_006515;NR_024022	Body	chr3:4345005-4345342
cg21834063	ATF6B	NM_004381;NM_001136153	Body	
cg21853707	PBX1	NM_002585	Body	
cg21898046	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	5'UTR	chr5:180229375-180230147
cg21898046	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	TSS200	chr5:180229375-180230147
cg21898046	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	TSS1500	chr5:180229375-180230147
cg21899461	STK39	NM_013233	Body	
cg21951457	TACC2	NM_206862;NM_006997;NM_206861;NM_206860	Body	chr10:123922850-123923542
cg21951457	TACC2	NM_206862;NM_006997;NM_206861;NM_206860	1stExon	chr10:123922850-123923542
cg22107533	TRIM69	NM_080745;NM_182985	TSS1500	
cg22148297	GPR18	NM_001098200;NM_005292;NM_001144072;NM_005292;NM_177967;NR_026644;NM_001098200	1stExon	
cg22148297	UBAC2	NM_001098200;NM_005292;NM_001144072;NM_005292;NM_177967;NR_026644;NM_001098200	Body	
cg22148297	GPR18	NM_001098200;NM_005292;NM_001144072;NM_005292;NM_177967;NR_026644;NM_001098200	5'UTR	
cg22153728	RUNX3	NM_001031680	TSS200	
cg22155786	COL4A2	NM_001846	Body	
cg22173632	WDFY3	NM_014991	5'UTR	
cg22289837	CA3	NM_005181	TSS1500	chr8:86350765-86351196
cg22350438	SYNC	NM_030786;NM_005610;NM_001161708;NM_001135255;NM_001135256	Body	
cg22350438	RBBP4	NM_030786;NM_005610;NM_001161708;NM_001135255;NM_001135256	3'UTR	
cg22364465	PLXNA2	NM_025179	Body	
cg22381068	PLEKHN1	NM_032129;NM_001160184	Body	chr1:906296-906538
cg22400703	CNRIP1	NM_015463;NM_001111101	Body	chr2:68546339-68547111
cg22481263	PLEKHN1	NM_032129;NM_001160184	Body	chr1:906296-906538
cg22505006	ZBTB7B	NM_015872	5'UTR	
cg22523050	CREB3L2	NM_194071	3'UTR	
cg22537334	TLE3	NM_001105192;NM_020908;NM_005078	Body	
cg22603569	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg22630939	C7orf50	NM_001134395;NM_032350;NM_001134396	Body	chr7:1135744-1135992
cg22711111	TRIM15	NM_033229	Body	chr6:30139718-30140263
cg22771548	RGNEF	NM_001080479	Body	
cg22923006	TMCO3	NM_017905	Body	chr13:114145965-114146172
cg23023126	MIER2	NM_017550	Body	chr19:308413-308930
cg23062810	CLIP2	NM_032421;NM_003388	5'UTR	chr7:73720746-73720988
cg23082657	ILVBL	NM_006844	3'UTR	chr19:15224375-15224915
cg23126152	SSH1	NM_001161331;NM_001161330;NM_018984	TSS200	
cg23126152	SSH1	NM_001161331;NM_001161330;NM_018984	Body	
cg23167035	CXXC5	NM_016463	5'UTR	chr5:139056577-139056856
cg23212590	FOXJ3	NM_014947	3'UTR	
cg23234674	SNORA74B	NR_002988;NM_003945	Body	
cg23234674	ATP6V0E1	NR_002988;NM_003945	3'UTR	
cg23264547	EXT2	NM_207122;NM_000401	Body	
cg23278418	VPS13D	NM_015378;NM_018156	Body	
cg23369564	PLEKHO1	NM_016274	Body	chr1:150121695-150123078
cg23378941	PRKCA	NM_002737	Body	
cg23390920	RMST	NR_024037	TSS1500	
cg23417096	NDRG1	NM_006096;NM_001135242	3'UTR	
cg23479730	BCL11B	NM_022898;NM_138576	Body	
cg23510109	VPS53	NM_018289;NM_001128159	Body	
cg23532454	JDP2	NM_001135047;NM_001135049;NM_001135048;NM_130469	Body	
cg23566503	NNAT	NM_005386;NM_001167821;NM_181689;NM_001167820;NM_001167822;NM_006698;NM_001167823	1stExon	chr20:36148603-36150136
cg23566503	BLCAP	NM_005386;NM_001167821;NM_181689;NM_001167820;NM_001167822;NM_006698;NM_001167823	5'UTR	chr20:36148603-36150136
cg23664334	LOC388692	NR_027002	Body	chr1:149286812-149287773
cg23679344	MED1	NM_004774	3'UTR	chr17:37557366-37558982
cg23736297	RPTOR	NM_001163034;NM_020761	Body	chr17:78915562-78915882
cg23767994	DLX6AS	NR_015448	Body	
cg23965588	RNF121	NM_018320;NR_024148;NR_024147	Body	
cg23973885	MXRA8	NM_032348	TSS1500	chr1:1289707-1291126
cg24062389	BIVM	NM_001159596;NM_017693	Body	
cg24132991	SORBS2	NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674	Body	chr4:186560031-186560361
cg24134959	CTBP2	NM_001329;NM_022802;NM_001083914	Body	
cg24199203	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg24249925	DDR2	NM_006182;NM_001014796	Body	
cg24290574	CPA3	NM_001870	1stExon	
cg24312520	STAT3	NM_213662;NM_003150;NM_139276	Body	
cg24318076	ALKBH5	NM_017758	Body	chr17:18086258-18088360
cg24396400	HDAC5	NM_001015053;NM_005474	3'UTR	
cg24414344	KRT12	NM_000223	Body	chr17:39019387-39020101
cg24436462	ARPC5	NM_005717	3'UTR	
cg24497361	RHOG	NM_001665	5'UTR	chr11:3861855-3862996
cg24516901	FAM124B	NM_024785;NM_001122779	TSS200	
cg24522085	LASS6	NM_203463	Body	
cg24541426	HOXD3	NM_006898	5'UTR	chr2:177029413-177029941
cg24637035	CCDC64	NM_207311	Body	
cg24709285	TADA2B	NM_152293	Body	chr4:7052317-7052613
cg24871089	RPH3AL	NM_006987	5'UTR	chr17:185075-185296
cg25023095	RRP12	NM_001145114;NM_015179	Body	
cg25064052	KLHL2	NM_001161521;NM_001161522;NM_007246	Body	
cg25102206	JDP2	NM_001135048;NM_130469;NM_001135047;NM_001135049	5'UTR	chr14:75894308-75895469
cg25102206	JDP2	NM_001135048;NM_130469;NM_001135047;NM_001135049	TSS1500	chr14:75894308-75895469
cg25113767	NCOR2	NM_006312;NM_001077261	Body	chr12:124911243-124911464
cg25145687	HCCA2	NM_053005;NM_001005922;NR_021489	Body	
cg25145687	KRTAP5-1	NM_053005;NM_001005922;NR_021489	TSS200	
cg25145687	LOC338651	NM_053005;NM_001005922;NR_021489	Body	
cg25192081	JAK1	NM_002227	Body	
cg25214966	MIR199A2	NR_029618;NM_015569;NM_001136127	Body	
cg25214966	DNM3	NR_029618;NM_015569;NM_001136127	Body	
cg25267808	MAML2	NM_032427	Body	
cg25271672	MEF2D	NM_005920	5'UTR	
cg25371169	PLEKHA2	NM_021623	TSS1500	chr8:38758457-38759380
cg25406699	SSBP3	NM_001009955;NM_018070;NM_145716	Body	
cg25444386	KDR	NM_002253	Body	chr4:55991402-55992171
cg25550753	TTC7A	NM_020458	Body	
cg25561291	SH3GL1	NM_003025	Body	chr19:4400117-4400782
cg25692139	SLC38A10	NM_001037984;NM_138570	Body	chr17:79259282-79259537
cg25814096	UNK	NM_001080419	Body	chr17:73780846-73781308
cg25823926	CRADD	NM_003805	Body	
cg25874953	ANP32A	NM_006305	Body	
cg25884711	NPY	NM_000905;NM_000905	5'UTR	chr7:24323558-24325080
cg25884711	NPY	NM_000905;NM_000905	1stExon	chr7:24323558-24325080
cg25912009	AFAP1	NM_198595;NM_001134647	Body	
cg25946646	BMPR1A	NM_004329	5'UTR	
cg26053346	LRIG1	NM_015541	Body	
cg26118943	SNX18	NM_052870;NM_001145427;NM_052870;NM_001102575	1stExon	chr5:53813379-53815306
cg26118943	SNX18	NM_052870;NM_001145427;NM_052870;NM_001102575	Body	chr5:53813379-53815306
cg26118943	SNX18	NM_052870;NM_001145427;NM_052870;NM_001102575	3'UTR	chr5:53813379-53815306
cg26215113	DGKD	NM_152879;NM_003648	Body	chr2:234369786-234370099
cg26239485	AGAP1	NM_014914;NM_001037131	Body	
cg26294229	LAMB3	NM_001017402;NM_001127641;NM_000228	Body	chr1:209799149-209799354
cg26340740	MPEG1	NM_001039396;NM_001039396	1stExon	
cg26340740	MPEG1	NM_001039396;NM_001039396	5'UTR	
cg26396443	BCL11B	NM_022898;NM_138576	Body	
cg26400275	RBMS3	NM_001003792;NM_001003793;NM_014483	Body	
cg26466234	HTRA1	NM_002775	Body	
cg26509691	PITX1	NM_002653	3'UTR	chr5:134363092-134365146
cg26530713	CRTC2	NM_181715	Body	chr1:153930546-153931130
cg26544665	PPAP2A	NM_176895;NM_003711	Body	
cg26607031	SLC25A33	NM_032315	Body	chr1:9599350-9600444
cg26658897	LHFPL2	NM_005779	5'UTR	
cg26694386	PPPDE1	NM_016076	Body	
cg26724070	SNX20	NM_153337;NM_001144972;NM_182854	Body	chr16:50707291-50708041
cg26757820	ADK	NM_001123;NM_006721	Body	
cg26771969	BRD4	NM_014299;NM_058243	3'UTR	
cg26771969	BRD4	NM_014299;NM_058243	Body	
cg26820037	FGF8	NM_033164;NM_033165;NM_033163;NM_006119	Body	chr10:103535636-103536505
cg26829101	SRRM4	NM_194286	Body	chr12:119591856-119592176
cg26860604	WWP2	NM_199424;NM_007014;NM_199424	1stExon	
cg26860604	WWP2	NM_199424;NM_007014;NM_199424	Body	
cg26860604	WWP2	NM_199424;NM_007014;NM_199424	5'UTR	
cg26938118	NEDD4L	NM_001144966;NM_001144965;NM_015277;NM_001144971;NM_001144970;NM_001144964;NM_001144968;NM_001144967;NM_001144969	Body	
cg26951839	LHFPL2	NM_005779	Body	
cg26964636	KIAA1217	NM_019590;NM_001098500;NM_001098501	Body	
cg27000590	PRAGMIN	NM_001080826	Body	
cg27032352	C21orf94	NR_027246	TSS1500	
cg27118825	RSPH6A	NM_030785;NM_004819	TSS200	chr19:46318490-46319266
cg27118825	SYMPK	NM_030785;NM_004819	3'UTR	chr19:46318490-46319266
cg27141474	C2orf58	NR_027252	TSS200	
cg27147556	ARL4D	NM_001661	Body	chr17:41477270-41477482
cg27152208	TFAP2A	NM_001042425	Body	chr6:10419399-10420323
cg27179041	PTPRG	NM_002841	Body	
cg27243405	NHSL1	NM_020464	Body	
cg27264462	PRKCZ	NM_001033581;NM_001033582;NM_002744	Body	
cg27269962	SND1	NM_014390	Body	
cg27320005	SLC25A2	NM_031947	TSS200	chr5:140683195-140683773
cg27343900	ERGIC1	NM_001031711	Body	
cg27366766	HSF5	NM_001080439	1stExon	chr17:56564854-56565891
cg27431877	NCOR2	NM_006312;NM_001077261	Body	chr12:124911243-124911464
cg27476456	RFX1	NM_002918	5'UTR	chr19:14116532-14118017
cg27500983	EPB41L1	NM_177996	TSS200	
cg27531366	WDTC1	NM_015023	Body	
cg27537918	ZMIZ1	NM_020338	5'UTR	
cg27544405	PRDM2	NM_001007257;NM_012231;NM_015866;NM_001135610	Body	
cg27566403	CYTH1	NM_017456;NM_004762	Body	
cg27587095	HDAC4	NM_006037	Body	chr2:240061326-240061602
cg27636914	KIAA0556	NM_015202	3'UTR	
cg27652350	ALDH1A3	NM_000693	Body	chr15:101419261-101421133
cg00005112	WWP2	NM_199424;NM_007014	TSS200	
cg00005112	WWP2	NM_199424;NM_007014	Body	
cg00041401	PTPN22	NM_012411;NM_015967	TSS200	
cg00058009	TRPC3	NM_003305;NM_001130698	1stExon	chr4:122853554-122854169
cg00058009	TRPC3	NM_003305;NM_001130698	Body	chr4:122853554-122854169
cg00149537	SPSB1	NM_025106	5'UTR	
cg00176888	MIR142	NR_029683	TSS200	
cg00187692	WDFY2	NM_052950	Body	
cg00197058	TBX4	NM_018488	Body	
cg00277591	ANKFY1	NM_016376	Body	
cg00295485	UXS1	NM_025076	Body	
cg00298065	ZNF274	NM_133502;NM_016325;NM_016324	Body	chr19:58715220-58716033
cg00298065	ZNF274	NM_133502;NM_016325;NM_016324	5'UTR	chr19:58715220-58716033
cg00321007	CDRT4	NM_173622	3'UTR	
cg00343633	GRIA4	NM_001077244;NM_000829;NM_001077243;NM_001112812	5'UTR	chr11:105481126-105481422
cg00343633	GRIA4	NM_001077244;NM_000829;NM_001077243;NM_001112812	TSS200	chr11:105481126-105481422
cg00350296	CD248	NM_020404	TSS1500	chr11:66083572-66083782
cg00351047	ILVBL	NM_006844	Body	chr19:15235912-15236631
cg00370123	C7orf50	NM_001134395;NM_032350;NM_001134396	Body	
cg00376553	TSC22D4	NM_030935	Body	chr7:100075303-100075551
cg00406023	OAF	NM_178507	Body	
cg00406338	NPEPL1	NM_024663	TSS1500	chr20:57267527-57268420
cg00447208	TMC8	NM_152468;NM_007267;NM_001127198	TSS1500	chr17:76127521-76128406
cg00447208	TMC6	NM_152468;NM_007267;NM_001127198	5'UTR	chr17:76127521-76128406
cg00447208	TMC6	NM_152468;NM_007267;NM_001127198	TSS1500	chr17:76127521-76128406
cg00448814	NKAPL	NM_001007531	1stExon	chr6:28226979-28227483
cg00486259	SH3D19	NM_001128924;NM_001009555;NM_001128923	TSS200	
cg00486259	SH3D19	NM_001128924;NM_001009555;NM_001128923	5'UTR	
cg00502190	BCAN	NM_198427;NM_021948	Body	chr1:156616553-156616946
cg00504569	ARID5B	NM_032199	Body	
cg00504595	TNFRSF19	NM_148957;NM_148957	1stExon	
cg00504595	TNFRSF19	NM_148957;NM_148957	5'UTR	
cg00533891	ZMIZ1	NM_020338	5'UTR	
cg00555420	TAPT1	NM_153365	Body	
cg00574530	NEUROG1	NM_006161	TSS1500	chr5:134870740-134872051
cg00574563	LHX1	NM_005568	Body	chr17:35291899-35300875
cg00640087	MSH5	NM_025259;NM_002441;NM_172165;NM_172166	TSS1500	chr6:31707489-31708336
cg00698413	FAM124B	NM_024785;NM_024785;NM_001122779;NM_001122779	5'UTR	
cg00698413	FAM124B	NM_024785;NM_024785;NM_001122779;NM_001122779	1stExon	
cg00725635	B3GALT2	NM_003783;NM_024529	TSS200	
cg00725635	CDC73	NM_003783;NM_024529	Body	
cg00731683	LTB	NM_002341;NM_009588	3'UTR	chr6:31548436-31549277
cg00732656	SIAH2	NM_005067	3'UTR	
cg00767496	LOC145663	NR_033252;NM_001482	Body	chr15:45669970-45671029
cg00767496	GATM	NR_033252;NM_001482	TSS1500	chr15:45669970-45671029
cg00771553	VANGL1	NM_138959	TSS1500	chr1:116184380-116185561
cg00808305	CAMTA1	NM_015215	Body	
cg00808511	TOX3	NM_001080430;NM_001146188	Body	
cg00813378	C1orf70	NM_001114748	Body	chr1:1474962-1475220
cg00869941	LPP	NM_005578;NM_001167672	TSS1500	
cg00869941	LPP	NM_005578;NM_001167672	5'UTR	
cg00873678	CCDC88C	NM_001080414	Body	chr14:91770110-91770419
cg00889709	FAM110B	NM_147189	5'UTR	
cg00895196	FLJ22536	NR_015410	Body	
cg00905220	ABR	NM_021962;NM_001092;NM_001159746	Body	chr17:981508-981748
cg00916854	VPS37B	NM_024667	3'UTR	chr12:123351641-123351918
cg00952516	PEBP4	NM_144962	Body	
cg00977707	ATG7	NM_001136031;NM_001144912;NM_006395	Body	
cg00993830	UBE2H	NM_003344;NM_182697	Body	
cg01044293	ITGA6	NM_001079818;NM_000210	Body	chr2:173292099-173293183
cg01051098	LGALS3	NR_003225;NM_002306	Body	
cg01062937	ZFPM1	NM_153813	Body	chr16:88536936-88537375
cg01072952	EDIL3	NM_005711	Body	chr5:83679584-83680720
cg01087463	BTD	NM_000060	Body	
cg01143547	CCND3	NM_001760;NM_001136126;NM_001136125;NM_001136017	3'UTR	
cg01171212	HOXD3	NM_006898	Body	chr2:177036254-177037213
cg01172682	MAGI1	NM_001033057;NM_015520	Body	chr3:65342203-65342884
cg01172682	MAGI1	NM_001033057;NM_015520	3'UTR	chr3:65342203-65342884
cg01190109	PLEKHM3	NM_001080475	3'UTR	
cg01212326	POU2AF1	NM_006235	TSS200	
cg01236734	PON2	NM_000305;NM_001018161	Body	
cg01278291	DOK3	NM_001144876;NM_024872;NM_001144875;NM_001144876;NM_001144875	1stExon	
cg01278291	DOK3	NM_001144876;NM_024872;NM_001144875;NM_001144876;NM_001144875	TSS1500	
cg01278291	DOK3	NM_001144876;NM_024872;NM_001144875;NM_001144876;NM_001144875	5'UTR	
cg01286685	RNF39	NM_170769;NM_025236	Body	chr6:30038881-30039477
cg01290568	IL1B	NM_000576	5'UTR	
cg01295392	ASCL4	NM_203436;NM_203436	1stExon	chr12:108168986-108169570
cg01295392	ASCL4	NM_203436;NM_203436	3'UTR	chr12:108168986-108169570
cg01295782	EIF4E3	NM_001134651;NM_001134649;NM_001134650;NM_173359	Body	
cg01320579	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	
cg01323104	AFF1	NM_001166693;NM_005935	Body	
cg01335367	MGC14436	NR_026661;NR_026662;NM_032829	Body	
cg01335367	C12orf34	NR_026661;NR_026662;NM_032829	5'UTR	
cg01351992	CACNA1H	NM_021098;NM_001005407	Body	chr16:1209939-1210945
cg01356198	LPP	NM_005578;NM_001167672	TSS1500	
cg01356198	LPP	NM_005578;NM_001167672	5'UTR	
cg01357958	LOC100133991	NR_024435;NM_003954;NR_024434;NM_152343	Body	chr17:43339124-43339832
cg01357958	MAP3K14	NR_024435;NM_003954;NR_024434;NM_152343	3'UTR	chr17:43339124-43339832
cg01357958	C17orf46	NR_024435;NM_003954;NR_024434;NM_152343	TSS1500	chr17:43339124-43339832
cg01400685	FADS2	NM_004265	Body	chr11:61594996-61596710
cg01427957	TNRC4	NM_007185	TSS1500	
cg01433654	ARL15	NM_019087	Body	chr5:53605932-53606798
cg01440333	CHI3L2	NM_001025197;NM_004000	TSS200	
cg01441113	SORBS2	NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674	Body	chr4:186560031-186560361
cg01519261	RUNX1	NM_001754;NM_001754	5'UTR	
cg01519261	RUNX1	NM_001754;NM_001754	1stExon	
cg01534527	CTDSPL	NM_005808;NM_001008392	Body	
cg01538731	KLHDC4	NM_017566	Body	chr16:87754008-87754285
cg01542384	GNAI2	NM_001166425;NM_002070	TSS200	
cg01542384	GNAI2	NM_001166425;NM_002070	Body	
cg01549377	EXD3	NM_017820	Body	chr9:140216866-140218065
cg01565438	SLFN13	NM_144682	TSS1500	chr17:33776553-33776888
cg01573321	PSD3	NM_015310	Body	
cg01581222	C19orf38	NM_001136482	TSS200	
cg01582937	SORBS3	NM_005775	5'UTR	chr8:22408672-22409635
cg01653532	YPEL2	NM_001005404	Body	
cg01655356	SHANK2	NM_012309	Body	chr11:70672834-70673055
cg01686739	BTBD11	NM_001018072	Body	
cg01723761	A2LD1	NM_033110	TSS200	chr13:101184396-101184848
cg01750261	EMP2	NM_001424	5'UTR	chr16:10673880-10674735
cg01789980	WWC1	NM_001161662;NM_015238;NM_001161661	Body	
cg01790464	SLC7A8	NM_012244;NM_182728	Body	
cg01790464	SLC7A8	NM_012244;NM_182728	TSS1500	
cg01794853	HSPG2	NM_005529	TSS1500	
cg01807748	ABCA4	NM_000350	Body	
cg01815912	NTHL1	NM_002528	3'UTR	chr16:2088753-2088998
cg01832549	CAPZB	NM_004930	Body	
cg01833675	FAM124B	NM_024785;NM_001122779	TSS200	
cg01835695	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	5'UTR	chr5:180229375-180230147
cg01835695	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	TSS200	chr5:180229375-180230147
cg01835695	MGAT1	NM_001114618;NM_001114620;NM_002406;NM_001114617;NM_001114619	TSS1500	chr5:180229375-180230147
cg01841306	ABR	NM_021962;NM_001092;NM_001159746	3'UTR	chr17:909981-910442
cg01899676	RFX4	NM_213594	Body	
cg01904243	C14orf43	NM_001043318	5'UTR	chr14:74253387-74254188
cg01910869	EDNRB	NM_003991;NM_000115;NM_001122659	TSS1500	chr13:78492425-78493382
cg01910869	EDNRB	NM_003991;NM_000115;NM_001122659	5'UTR	chr13:78492425-78493382
cg01940297	MIR1207	NR_031612;NR_003367	TSS1500	
cg01940297	PVT1	NR_031612;NR_003367	Body	
cg01984743	STC2	NM_003714	Body	chr5:172754056-172757098
cg01988129	ADHFE1	NM_144650	Body	chr8:67344497-67344989
cg02007567	FAM18A	NM_001079512	TSS200	chr16:10912159-10912719
cg02017926	CDK2AP1	NM_004642	Body	chr12:123754049-123754373
cg02025583	TMEM220	NM_001004313	Body	chr17:10632789-10633490
cg02051616	NKX2-5	NM_001166175;NM_004387;NM_001166176	Body	chr5:172660720-172661133
cg02061173	LHFPL2	NM_005779	Body	chr5:77805753-77806313
cg02069715	GABRG3	NM_033223	TSS1500	chr15:27215951-27216856
cg02111433	FTO	NM_001080432	Body	
cg02171725	KIAA1429	NM_015496;NM_183009	Body	chr8:95565657-95566011
cg02187231	VAX2	NM_012476	Body	chr2:71134585-71134792
cg02212836	LY86	NM_004271;NR_026970	1stExon	
cg02212836	LOC285780	NM_004271;NR_026970	Body	
cg02225305	CDC42BPG	NM_017525	Body	chr11:64594521-64595266
cg02251850	RPTOR	NM_001163034;NM_020761	Body	chr17:78849401-78850933
cg02271687	PIK3R1	NM_181523;NM_181504;NM_181524	Body	chr5:67584213-67584451
cg02271687	PIK3R1	NM_181523;NM_181504;NM_181524	TSS1500	chr5:67584213-67584451
cg02285386	TOM1	NR_024195;NM_001135732;NR_024194;NM_001135729;NM_001135730;NM_005488	TSS1500	chr22:35695643-35696110
cg02285386	TOM1	NR_024195;NM_001135732;NR_024194;NM_001135729;NM_001135730;NM_005488	TSS200	chr22:35695643-35696110
cg02289754	MKNK1	NR_024174;NR_024176;NM_001135553;NM_003684;NM_198973	Body	chr1:47069615-47070179
cg02289754	MKNK1	NR_024174;NR_024176;NM_001135553;NM_003684;NM_198973	5'UTR	chr1:47069615-47070179
cg02293991	VEGFB	NM_003377	3'UTR	chr11:64008283-64009487
cg02304134	NMRAL1	NM_020677	Body	
cg02308226	EIF5B	NM_015904	Body	chr2:99952488-99954400
cg02332982	DBX2	NM_001004329	1stExon	chr12:45444202-45445386
cg02345613	EIF2C2	NM_012154;NM_001164623	Body	
cg02351381	MGC14436	NR_026661;NR_026662;NM_032829	Body	
cg02351381	C12orf34	NR_026661;NR_026662;NM_032829	5'UTR	
cg02358862	CORO1A	NM_007074	Body	chr16:30194747-30195357
cg02367723	MAST2	NM_015112	Body	
cg02370232	SORBS1	NM_006434;NM_001034956;NM_015385;NM_001034957;NM_001034954;NM_001034955;NM_024991	Body	
cg02379856	CAMK2D	NM_172129;NM_172128;NM_172114;NM_172115;NM_001221;NM_172127	Body	
cg02384251	CTBP1	NM_001012614;NM_001328	3'UTR	chr4:1205817-1206203
cg02396224	CASZ1	NM_001079843	3'UTR	chr1:10698299-10698910
cg02413187	MUM1	NR_024247;NM_032853	TSS200	chr19:1354420-1355350
cg02413187	MUM1	NR_024247;NM_032853	5'UTR	chr19:1354420-1355350
cg02484352	PDLIM4	NM_003687;NM_001131027	Body	
cg02489552	CCDC105	NM_173482	TSS200	chr19:15121590-15122143
cg02523640	FOXI2	NM_207426	TSS1500	chr10:129534410-129537366
cg02561482	TFAP2B	NM_003221	3'UTR	chr6:50813314-50813699
cg02566627	CTDSP2	NM_005730	Body	
cg02586910	CD9	NM_001769	Body	
cg02600394	TXK	NM_003328;NM_003328	5'UTR	
cg02600394	TXK	NM_003328;NM_003328	1stExon	
cg02625536	STAU1	NM_001037328;NM_017453;NM_004602;NM_017452;NM_017454	Body	
cg02633729	DNM3	NM_015569;NM_001136127	Body	
cg02659854	SPATA13	NM_001166271;NM_153023	Body	
cg02660440	MIR199A1	NR_029586;NM_004945;NM_001005361;NM_001005362;NM_001005360	TSS200	
cg02660440	DNM2	NR_029586;NM_004945;NM_001005361;NM_001005362;NM_001005360	Body	
cg02674384	SIAH3	NM_198849;NM_198849	5'UTR	
cg02674384	SIAH3	NM_198849;NM_198849	1stExon	
cg02681400	BRD4	NM_014299;NM_058243	Body	
cg02690638	NRG3	NM_001165972;NM_001010848	1stExon	chr10:83633820-83635729
cg02743878	DHRS9	NM_001142271;NM_005771;NM_199204;NM_001142270	TSS1500	
cg02743878	DHRS9	NM_001142271;NM_005771;NM_199204;NM_001142270	5'UTR	
cg02749105	ZNF837	NM_001129730;NM_138466	3'UTR	chr19:58878386-58880634
cg02773086	HOXD3	NM_006898	TSS1500	chr2:177027617-177028014
cg02815516	KANK2	NM_001136191;NM_015493	5'UTR	chr19:11307495-11308276
cg02815516	KANK2	NM_001136191;NM_015493	TSS1500	chr19:11307495-11308276
cg02856420	CUX1	NM_181500;NM_181552;NM_001913	Body	
cg02858826	RPS6KL1	NM_031464	TSS200	chr14:75389712-75390133
cg02861056	PLEK	NM_002664;NM_002664	1stExon	
cg02861056	PLEK	NM_002664;NM_002664	5'UTR	
cg02867216	TSHZ1	NM_005786	5'UTR	chr18:72923054-72924182
cg02886263	MIR365-1	NR_029854	Body	
cg02901644	DGKD	NM_152879;NM_003648	Body	chr2:234369786-234370099
cg02902617	RIN3	NM_024832	Body	
cg02907064	MIR199A1	NR_029586;NM_004945;NM_001005361;NM_001005362;NM_001005360	TSS200	
cg02907064	DNM2	NR_029586;NM_004945;NM_001005361;NM_001005362;NM_001005360	Body	
cg02912007	EMP2	NM_001424	5'UTR	chr16:10673880-10674735
cg02915381	RXRB	NM_021976	Body	chr6:33160945-33161337
cg02925039	ADAMTS20	NM_025003	Body	chr12:43944719-43946285
cg02930963	C21orf70	NM_058190	Body	chr21:46378278-46378645
cg02959939	PCNT	NM_006031	Body	chr21:47813251-47813462
cg02976539	SLC9A3R1	NM_004252	Body	
